"","pC","pD","pM","rep","stability","oscilations","resilience"
"C13161",0.53,0.26,0.21,14,FALSE,TRUE,0.442405406045174
"C13162",0.43,0.33,0.24,15,FALSE,FALSE,0.475874881824954
"C13163",0.5,0.22,0.28,16,FALSE,TRUE,0.366129705700736
"C13164",0.43,0.34,0.23,17,FALSE,TRUE,0.450202373025968
"C13165",0.55,0.27,0.18,18,FALSE,TRUE,0.307191074273367
"C13166",0.44,0.29,0.27,19,FALSE,TRUE,0.303320300937239
"C13167",0.47,0.3,0.23,20,FALSE,TRUE,0.538701264826681
"C13168",0.454545454545455,0.272727272727273,0.272727272727273,1,FALSE,TRUE,0.389026133081329
"C13169",0.46,0.24,0.3,2,FALSE,TRUE,0.485707408019433
"C13170",0.48,0.3,0.22,3,FALSE,TRUE,0.333025361353162
"C13171",0.47,0.22,0.31,4,FALSE,TRUE,0.450347507359231
"C13172",0.47,0.29,0.24,5,FALSE,TRUE,0.485006566199666
"C13173",0.505050505050505,0.191919191919192,0.303030303030303,6,FALSE,TRUE,0.292825622475669
"C13174",0.5,0.27,0.23,7,FALSE,FALSE,0.325018525879789
"C13175",0.47,0.2,0.33,8,FALSE,TRUE,0.515421711668629
"C13176",0.45,0.29,0.26,9,FALSE,TRUE,0.42422982737247
"C13177",0.46,0.31,0.23,10,FALSE,TRUE,0.525307953863885
"C13178",0.47,0.31,0.22,11,TRUE,TRUE,0.458310513360122
"C13179",0.444444444444444,0.202020202020202,0.353535353535354,12,FALSE,TRUE,0.630537429025527
"C13180",0.49,0.23,0.28,13,FALSE,TRUE,0.436618612879352
"C13181",0.484848484848485,0.272727272727273,0.242424242424242,14,FALSE,TRUE,0.391936084913539
"C13182",0.53,0.26,0.21,15,FALSE,TRUE,0.435734288523023
"C13183",0.44,0.26,0.3,16,FALSE,TRUE,0.576585098855289
"C13184",0.52,0.23,0.25,17,FALSE,TRUE,0.355563587950134
"C13185",0.54,0.24,0.22,18,FALSE,TRUE,0.387254168080514
"C13186",0.44,0.28,0.28,19,FALSE,TRUE,0.398608024226996
"C13187",0.36,0.33,0.31,20,FALSE,TRUE,0.47548612253654
"C13188",0.49,0.18,0.33,1,FALSE,TRUE,0.674865848022464
"C13189",0.41,0.2,0.39,2,TRUE,TRUE,0.414781787463798
"C13190",0.4,0.2,0.4,3,FALSE,TRUE,0.364238634016012
"C13191",0.43,0.29,0.28,4,FALSE,TRUE,0.576989578809229
"C13192",0.42,0.25,0.33,5,FALSE,TRUE,0.411092304255973
"C13193",0.49,0.27,0.24,6,FALSE,TRUE,0.495367549809005
"C13194",0.51,0.14,0.35,7,FALSE,TRUE,0.496262813736811
"C13195",0.39,0.3,0.31,8,TRUE,TRUE,0.447184661873954
"C13196",0.38,0.3,0.32,9,FALSE,TRUE,0.261439396575573
"C13197",0.48,0.31,0.21,10,FALSE,TRUE,0.364730123522536
"C13198",0.38,0.17,0.45,11,FALSE,TRUE,0.322069455949372
"C13199",0.38,0.27,0.35,12,TRUE,TRUE,0.377512600038387
"C13200",0.45,0.23,0.32,13,FALSE,FALSE,0.375865721172245
"C13201",0.41,0.28,0.31,14,FALSE,TRUE,0.335098158615819
"C13202",0.48,0.22,0.3,15,FALSE,TRUE,0.601488373518623
"C13203",0.44,0.26,0.3,16,TRUE,TRUE,0.534728950220918
"C13204",0.48,0.19,0.33,17,FALSE,TRUE,0.455219536598238
"C13205",0.46,0.17,0.37,18,TRUE,TRUE,0.43133284680623
"C13206",0.55,0.2,0.25,19,FALSE,FALSE,0.295779993666825
"C13207",0.4,0.32,0.28,20,FALSE,TRUE,0.414833128308732
"C13208",0.35,0.28,0.37,1,FALSE,TRUE,0.531813545911761
"C13209",0.48,0.19,0.33,2,FALSE,TRUE,0.375480182179953
"C13210",0.51,0.19,0.3,3,FALSE,TRUE,0.549176730811913
"C13211",0.43,0.23,0.34,4,FALSE,TRUE,0.366348314450389
"C13212",0.46,0.23,0.31,5,TRUE,TRUE,0.407928486407326
"C13213",0.38,0.25,0.37,6,FALSE,TRUE,0.345931530961016
"C13214",0.42,0.26,0.32,7,FALSE,TRUE,0.428071269078951
"C13215",0.44,0.15,0.41,8,FALSE,TRUE,0.436469798657525
"C13216",0.45,0.21,0.34,9,FALSE,TRUE,0.27378927884371
"C13217",0.33,0.34,0.33,10,FALSE,TRUE,0.359652756940791
"C13218",0.44,0.26,0.3,11,FALSE,TRUE,0.450832084756209
"C13219",0.42,0.22,0.36,12,TRUE,TRUE,0.439335990114608
"C13220",0.33,0.34,0.33,13,FALSE,TRUE,0.520397018671588
"C13221",0.42,0.22,0.36,14,FALSE,TRUE,0.469030396792226
"C13222",0.4,0.24,0.36,15,TRUE,TRUE,0.378738114176744
"C13223",0.34,0.28,0.38,16,FALSE,TRUE,0.371235998531746
"C13224",0.47,0.17,0.36,17,FALSE,TRUE,0.462600525865244
"C13225",0.43,0.21,0.36,18,FALSE,TRUE,0.389880952774676
"C13226",0.44,0.17,0.39,19,FALSE,FALSE,0.444644725033371
"C13227",0.4,0.26,0.34,20,FALSE,TRUE,0.530690938742648
"C13228",0.38,0.16,0.46,1,TRUE,TRUE,0.366409702768651
"C13229",0.43,0.15,0.42,2,FALSE,TRUE,0.450504892352688
"C13230",0.343434343434343,0.252525252525253,0.404040404040404,3,TRUE,TRUE,0.377173267448421
"C13231",0.404040404040404,0.262626262626263,0.333333333333333,4,FALSE,TRUE,0.423383370391224
"C13232",0.32,0.29,0.39,5,FALSE,TRUE,0.413832610720499
"C13233",0.45,0.14,0.41,6,FALSE,TRUE,0.46572207010526
"C13234",0.35,0.22,0.43,7,FALSE,TRUE,0.318346662611587
"C13235",0.36,0.3,0.34,8,FALSE,TRUE,0.29928670975443
"C13236",0.34,0.22,0.44,9,TRUE,TRUE,0.441530331405771
"C13237",0.32,0.2,0.48,10,FALSE,TRUE,0.418675872312816
"C13238",0.38,0.24,0.38,11,FALSE,FALSE,0.513947879317706
"C13239",0.29,0.25,0.46,12,TRUE,TRUE,0.348125566940686
"C13240",0.43,0.2,0.37,13,FALSE,TRUE,0.466050878150731
"C13241",0.4,0.22,0.38,14,FALSE,TRUE,0.384281669610756
"C13242",0.39,0.2,0.41,15,TRUE,TRUE,0.36591796842176
"C13243",0.46,0.21,0.33,16,FALSE,TRUE,0.408878462896514
"C13244",0.35,0.25,0.4,17,FALSE,TRUE,0.310043442318523
"C13245",0.45,0.18,0.37,18,TRUE,TRUE,0.461942155774358
"C13246",0.43,0.2,0.37,19,FALSE,TRUE,0.325517305437552
"C13247",0.43,0.21,0.36,20,FALSE,TRUE,0.316366553909209
"C13248",0.36,0.16,0.48,1,FALSE,TRUE,0.522546798086399
"C13249",0.35,0.21,0.44,2,TRUE,TRUE,0.402711534381858
"C13250",0.41,0.22,0.37,3,FALSE,TRUE,0.317648509819055
"C13251",0.42,0.18,0.4,4,TRUE,TRUE,0.457663239936514
"C13252",0.33,0.32,0.35,5,TRUE,TRUE,0.49168604163849
"C13253",0.38,0.2,0.42,6,TRUE,TRUE,0.462474056079737
"C13254",0.42,0.18,0.4,7,FALSE,TRUE,0.411367489854263
"C13255",0.34,0.18,0.48,8,TRUE,TRUE,0.41190481277769
"C13256",0.4,0.15,0.45,9,TRUE,TRUE,0.360461920454947
"C13257",0.43,0.21,0.36,10,TRUE,TRUE,0.376255336957352
"C13258",0.4,0.17,0.43,11,TRUE,TRUE,0.437443125452655
"C13259",0.38,0.21,0.41,12,FALSE,TRUE,0.513640928417962
"C13260",0.39,0.2,0.41,13,FALSE,TRUE,0.390027257003318
"C13261",0.33,0.25,0.42,14,FALSE,TRUE,0.32632091700507
"C13262",0.4,0.11,0.49,15,FALSE,TRUE,0.233342875004231
"C13263",0.33,0.24,0.43,16,FALSE,TRUE,0.364485608955195
"C13264",0.36,0.21,0.43,17,FALSE,TRUE,0.485242194348716
"C13265",0.37,0.25,0.38,18,FALSE,TRUE,0.380007499603306
"C13266",0.41,0.17,0.42,19,TRUE,TRUE,0.475007353600803
"C13267",0.43,0.23,0.34,20,FALSE,TRUE,0.421996197410249
"C13268",0.36,0.15,0.49,1,FALSE,TRUE,0.390238267924428
"C13269",0.32,0.22,0.46,2,TRUE,TRUE,0.389850651589039
"C13270",0.37,0.19,0.44,3,TRUE,TRUE,0.39307664190138
"C13271",0.32,0.12,0.56,4,TRUE,TRUE,0.421801519068067
"C13272",0.44,0.17,0.39,5,FALSE,TRUE,0.469306022507835
"C13273",0.31,0.18,0.51,6,TRUE,TRUE,0.306426951809434
"C13274",0.39,0.15,0.46,7,TRUE,TRUE,0.508704197585654
"C13275",0.47,0.14,0.39,8,FALSE,TRUE,0.253762817924504
"C13276",0.35,0.13,0.52,9,FALSE,TRUE,0.50935947074115
"C13277",0.35,0.25,0.4,10,FALSE,TRUE,0.353777062865124
"C13278",0.47,0.21,0.32,11,FALSE,TRUE,0.564760783091545
"C13279",0.393939393939394,0.141414141414141,0.464646464646465,12,TRUE,TRUE,0.351803412198177
"C13280",0.37,0.23,0.4,13,FALSE,TRUE,0.522709645707662
"C13281",0.35,0.23,0.42,14,TRUE,TRUE,0.335203693703374
"C13282",0.42,0.16,0.42,15,TRUE,TRUE,0.427162903947196
"C13283",0.39,0.16,0.45,16,TRUE,TRUE,0.332468490120869
"C13284",0.36,0.22,0.42,17,FALSE,TRUE,0.414944473537116
"C13285",0.38,0.22,0.4,18,TRUE,TRUE,0.4055827892278
"C13286",0.41,0.21,0.38,19,FALSE,TRUE,0.337807358258237
"C13287",0.29,0.3,0.41,20,FALSE,TRUE,0.362779713723661
"C13297",0.66,0.33,0.01,10,FALSE,TRUE,0.34616654864387
"C13308",0.51,0.39,0.1,1,FALSE,TRUE,0.346388740967946
"C13309",0.57,0.34,0.09,2,FALSE,TRUE,0.41884240544775
"C13310",0.47,0.41,0.12,3,FALSE,TRUE,0.245627015927244
"C13311",0.51,0.39,0.1,4,FALSE,TRUE,0.486190233410093
"C13312",0.51,0.43,0.06,5,FALSE,TRUE,0.38515965829357
"C13313",0.48,0.45,0.07,6,FALSE,TRUE,0.437717655717238
"C13314",0.53,0.37,0.1,7,FALSE,TRUE,0.457460902062139
"C13315",0.5,0.43,0.07,8,FALSE,TRUE,0.425422639660525
"C13316",0.52,0.43,0.05,9,FALSE,TRUE,0.431588751339099
"C13317",0.53,0.36,0.11,10,FALSE,TRUE,0.397192691417889
"C13318",0.45,0.46,0.09,11,FALSE,TRUE,0.506203952824851
"C13319",0.56,0.36,0.08,12,FALSE,TRUE,0.455984138478752
"C13320",0.46,0.49,0.05,13,FALSE,TRUE,0.301470631280654
"C13321",0.51,0.39,0.1,14,FALSE,TRUE,0.396667668150097
"C13322",0.53,0.38,0.09,15,FALSE,TRUE,0.527679917767548
"C13323",0.49,0.4,0.11,16,FALSE,TRUE,0.369992653708449
"C13324",0.54,0.39,0.07,17,FALSE,TRUE,0.424166815457992
"C13325",0.52,0.39,0.09,18,FALSE,TRUE,0.375433849334208
"C13326",0.46,0.45,0.09,19,FALSE,TRUE,0.413749078678922
"C13327",0.62,0.34,0.04,20,FALSE,TRUE,0.380808067946561
"C13328",0.52,0.35,0.13,1,FALSE,TRUE,0.585175939090585
"C13329",0.5,0.35,0.15,2,FALSE,TRUE,0.364993356773061
"C13330",0.55,0.33,0.12,3,FALSE,TRUE,0.414419899692815
"C13331",0.52,0.37,0.11,4,FALSE,TRUE,0.487677457966927
"C13332",0.49,0.32,0.19,5,FALSE,TRUE,0.711247160581295
"C13333",0.46,0.38,0.16,6,FALSE,TRUE,0.35076185620853
"C13334",0.55,0.28,0.17,7,FALSE,TRUE,0.438483457180831
"C13335",0.44,0.37,0.19,8,FALSE,TRUE,0.465640571756222
"C13336",0.34,0.47,0.19,9,FALSE,TRUE,0.390585589682882
"C13337",0.5,0.34,0.16,10,FALSE,TRUE,0.372491464247682
"C13338",0.42,0.43,0.15,11,FALSE,TRUE,0.410688339120263
"C13339",0.57,0.28,0.15,12,FALSE,TRUE,0.552837132081511
"C13340",0.48,0.34,0.18,13,FALSE,TRUE,0.434668371372545
"C13341",0.53,0.29,0.18,14,FALSE,TRUE,0.404982975174919
"C13342",0.53,0.29,0.18,15,FALSE,TRUE,0.441223597383175
"C13343",0.47,0.38,0.15,16,FALSE,TRUE,0.417707195001619
"C13344",0.52,0.36,0.12,17,FALSE,TRUE,0.565987419839839
"C13345",0.53,0.33,0.14,18,FALSE,TRUE,0.383790140119851
"C13346",0.49,0.4,0.11,19,FALSE,TRUE,0.388280429236059
"C13347",0.5,0.38,0.12,20,FALSE,TRUE,0.402435499291371
"C13348",0.44,0.37,0.19,1,FALSE,TRUE,0.457516005850876
"C13349",0.45,0.37,0.18,2,FALSE,TRUE,0.515353262772824
"C13350",0.51,0.25,0.24,3,FALSE,TRUE,0.337395417567999
"C13351",0.42,0.29,0.29,4,FALSE,TRUE,0.442829273171055
"C13352",0.38,0.4,0.22,5,FALSE,TRUE,0.440237935535586
"C13353",0.39,0.38,0.23,6,FALSE,TRUE,0.517795000753287
"C13354",0.46,0.32,0.22,7,FALSE,TRUE,0.355474764411895
"C13355",0.414141414141414,0.373737373737374,0.212121212121212,8,FALSE,TRUE,0.344387013600882
"C13356",0.525252525252525,0.282828282828283,0.191919191919192,9,FALSE,TRUE,0.480077462658655
"C13357",0.4,0.36,0.24,10,FALSE,TRUE,0.323621105017002
"C13358",0.49,0.37,0.14,11,FALSE,TRUE,0.457614000500783
"C13359",0.43,0.34,0.23,12,FALSE,TRUE,0.365524093475922
"C13360",0.54,0.3,0.16,13,FALSE,TRUE,0.386972808034642
"C13361",0.52,0.29,0.19,14,FALSE,FALSE,0.419837566938155
"C13362",0.4,0.35,0.25,15,FALSE,TRUE,0.521459368329647
"C13363",0.46,0.34,0.2,16,FALSE,FALSE,0.507536920867087
"C13364",0.52,0.28,0.2,17,FALSE,TRUE,0.412357824712689
"C13365",0.38,0.43,0.19,18,FALSE,TRUE,0.5042993158122
"C13366",0.44,0.36,0.2,19,FALSE,FALSE,0.383391230593654
"C13367",0.4,0.41,0.19,20,FALSE,TRUE,0.39504145224326
"C13368",0.42,0.34,0.24,1,FALSE,TRUE,0.357993402464274
"C13369",0.43,0.36,0.21,2,FALSE,TRUE,0.373608075243776
"C13370",0.41,0.32,0.27,3,FALSE,TRUE,0.323514511318651
"C13371",0.46,0.34,0.2,4,FALSE,TRUE,0.29071032671056
"C13372",0.45,0.25,0.3,5,FALSE,TRUE,0.369240744770588
"C13373",0.42,0.22,0.36,6,FALSE,TRUE,0.380067836501784
"C13374",0.51,0.34,0.15,7,FALSE,TRUE,0.628772744644747
"C13375",0.45,0.25,0.3,8,FALSE,TRUE,0.423819454935535
"C13376",0.38,0.31,0.31,9,FALSE,TRUE,0.304964805284564
"C13377",0.45,0.33,0.22,10,FALSE,TRUE,0.419488227479711
"C13378",0.42,0.36,0.22,11,FALSE,TRUE,0.448235180859744
"C13379",0.49,0.28,0.23,12,FALSE,TRUE,0.449168992878727
"C13380",0.464646464646465,0.303030303030303,0.232323232323232,13,FALSE,TRUE,0.475912774536352
"C13381",0.38,0.31,0.31,14,FALSE,TRUE,0.542328454413188
"C13382",0.43,0.38,0.19,15,FALSE,TRUE,0.426220554415986
"C13383",0.44,0.37,0.19,16,FALSE,TRUE,0.446822822258411
"C13384",0.45,0.34,0.21,17,FALSE,TRUE,0.439923675413815
"C13385",0.4,0.36,0.24,18,FALSE,TRUE,0.537007497468548
"C13386",0.48,0.3,0.22,19,FALSE,TRUE,0.599754455148181
"C13387",0.33,0.33,0.34,20,TRUE,TRUE,0.341030642463064
"C13388",0.46,0.19,0.35,1,FALSE,TRUE,0.490115069763156
"C13389",0.43,0.31,0.26,2,TRUE,TRUE,0.454038147524264
"C13390",0.4,0.28,0.32,3,TRUE,TRUE,0.386297893962806
"C13391",0.35,0.37,0.28,4,FALSE,TRUE,0.577292968413585
"C13392",0.35,0.37,0.28,5,FALSE,TRUE,0.412005701338458
"C13393",0.4,0.26,0.34,6,FALSE,TRUE,0.586143127634946
"C13394",0.373737373737374,0.343434343434343,0.282828282828283,7,FALSE,TRUE,0.420019942544606
"C13395",0.49,0.26,0.25,8,FALSE,TRUE,0.608286345913344
"C13396",0.44,0.31,0.25,9,FALSE,TRUE,0.556184559252338
"C13397",0.39,0.31,0.3,10,FALSE,TRUE,0.453937208737632
"C13398",0.5,0.26,0.24,11,FALSE,FALSE,0.457965598822344
"C13399",0.36,0.31,0.33,12,TRUE,TRUE,0.344122869248984
"C13400",0.44,0.26,0.3,13,FALSE,TRUE,0.518462231042893
"C13401",0.44,0.27,0.29,14,FALSE,TRUE,0.404946488319075
"C13402",0.5,0.25,0.25,15,FALSE,TRUE,0.612651132082915
"C13403",0.35,0.34,0.31,16,FALSE,TRUE,0.285347332983048
"C13404",0.43,0.27,0.3,17,FALSE,TRUE,0.566298970393855
"C13405",0.45,0.27,0.28,18,FALSE,TRUE,0.459069805270433
"C13406",0.33,0.37,0.3,19,FALSE,TRUE,0.354119216270938
"C13407",0.42,0.32,0.26,20,FALSE,TRUE,0.388066900193034
"C13408",0.47,0.21,0.32,1,TRUE,TRUE,0.418452974695369
"C13409",0.3,0.36,0.34,2,FALSE,TRUE,0.408109571759476
"C13410",0.4,0.25,0.35,3,TRUE,TRUE,0.450248216132898
"C13411",0.44,0.28,0.28,4,FALSE,TRUE,0.429122205828115
"C13412",0.37,0.24,0.39,5,FALSE,TRUE,0.380565956123978
"C13413",0.31,0.28,0.41,6,TRUE,TRUE,0.335227646873832
"C13414",0.33,0.35,0.32,7,FALSE,TRUE,0.422449557010791
"C13415",0.4,0.28,0.32,8,FALSE,TRUE,0.401340103257093
"C13416",0.36,0.29,0.35,9,TRUE,TRUE,0.397707070185195
"C13417",0.46,0.3,0.24,10,FALSE,FALSE,0.325386930779918
"C13418",0.48,0.23,0.29,11,FALSE,TRUE,0.487540344828253
"C13419",0.4,0.33,0.27,12,FALSE,TRUE,0.315994221113611
"C13420",0.393939393939394,0.282828282828283,0.323232323232323,13,FALSE,TRUE,0.464715671416547
"C13421",0.434343434343434,0.242424242424242,0.323232323232323,14,FALSE,TRUE,0.452185557413001
"C13422",0.3,0.36,0.34,15,TRUE,TRUE,0.533123443719353
"C13423",0.39,0.26,0.35,16,TRUE,TRUE,0.454037795556928
"C13424",0.42,0.32,0.26,17,FALSE,TRUE,0.463901492825036
"C13425",0.37,0.35,0.28,18,TRUE,TRUE,0.461070406022906
"C13426",0.43,0.24,0.33,19,TRUE,TRUE,0.371297489403981
"C13427",0.33,0.32,0.35,20,TRUE,TRUE,0.421247831903021
"C13428",0.34,0.35,0.31,1,FALSE,TRUE,0.478821380085842
"C13429",0.45,0.23,0.32,2,FALSE,TRUE,0.417182476372344
"C13430",0.33,0.31,0.36,3,FALSE,TRUE,0.400353259944471
"C13431",0.424242424242424,0.262626262626263,0.313131313131313,4,FALSE,TRUE,0.575278361340986
"C13432",0.34,0.28,0.38,5,TRUE,TRUE,0.368424612190547
"C13433",0.39,0.26,0.35,6,FALSE,TRUE,0.422991470030787
"C13434",0.3,0.31,0.39,7,FALSE,TRUE,0.455332580704495
"C13435",0.34,0.24,0.42,8,TRUE,TRUE,0.504549850849863
"C13436",0.39,0.27,0.34,9,FALSE,TRUE,0.474319845607636
"C13437",0.27,0.24,0.49,10,TRUE,TRUE,0.337418640893628
"C13438",0.383838383838384,0.282828282828283,0.333333333333333,11,FALSE,TRUE,0.285121363433117
"C13439",0.36,0.23,0.41,12,TRUE,TRUE,0.410746260072314
"C13440",0.41,0.18,0.41,13,FALSE,TRUE,0.363247570324685
"C13441",0.333333333333333,0.323232323232323,0.343434343434343,14,TRUE,TRUE,0.337556715173441
"C13442",0.39,0.21,0.4,15,TRUE,TRUE,0.456723557451751
"C13443",0.43,0.24,0.33,16,FALSE,TRUE,0.329166802581705
"C13444",0.41,0.18,0.41,17,FALSE,TRUE,0.499473638133034
"C13445",0.39,0.24,0.37,18,TRUE,TRUE,0.506798962805858
"C13446",0.41,0.24,0.35,19,TRUE,TRUE,0.592630844259462
"C13447",0.32,0.27,0.41,20,TRUE,TRUE,0.363477507183198
"C13448",0.31,0.3,0.39,1,TRUE,TRUE,0.385318261367754
"C13449",0.39,0.2,0.41,2,FALSE,TRUE,0.411710285890304
"C13450",0.29,0.25,0.46,3,TRUE,TRUE,0.327322823083785
"C13451",0.32,0.32,0.36,4,FALSE,TRUE,0.307820280361564
"C13452",0.33,0.24,0.43,5,TRUE,TRUE,0.301801579217927
"C13453",0.33,0.3,0.37,6,FALSE,TRUE,0.431221088352324
"C13454",0.27,0.28,0.45,7,TRUE,TRUE,0.349498385972649
"C13455",0.27,0.28,0.45,8,TRUE,TRUE,0.32213478613931
"C13456",0.34,0.21,0.45,9,FALSE,TRUE,0.48230584006931
"C13457",0.38,0.27,0.35,10,TRUE,TRUE,0.319677111244676
"C13458",0.303030303030303,0.262626262626263,0.434343434343434,11,TRUE,TRUE,0.456873919538787
"C13459",0.37,0.23,0.4,12,TRUE,TRUE,0.358228155536242
"C13460",0.36,0.2,0.44,13,TRUE,TRUE,0.328930441359401
"C13461",0.29,0.22,0.49,14,TRUE,TRUE,0.327035643172688
"C13462",0.34,0.32,0.34,15,TRUE,TRUE,0.352371318931004
"C13463",0.39,0.2,0.41,16,TRUE,TRUE,0.41415766596318
"C13464",0.35,0.23,0.42,17,FALSE,TRUE,0.38645132844326
"C13465",0.35,0.18,0.47,18,FALSE,TRUE,0.347057781327274
"C13466",0.26,0.22,0.52,19,TRUE,TRUE,0.427377929351022
"C13467",0.4,0.21,0.39,20,FALSE,TRUE,0.41322420222761
"C13468",0.24,0.31,0.45,1,TRUE,TRUE,0.343412624274059
"C13469",0.31,0.18,0.51,2,FALSE,TRUE,0.493238392458515
"C13470",0.3,0.21,0.49,3,FALSE,TRUE,0.252736175848641
"C13471",0.38,0.21,0.41,4,TRUE,TRUE,0.362907263376605
"C13472",0.272727272727273,0.323232323232323,0.404040404040404,5,FALSE,TRUE,0.326819577813329
"C13473",0.42,0.26,0.32,6,FALSE,TRUE,0.504643233075749
"C13474",0.32,0.2,0.48,7,FALSE,TRUE,0.403159721857033
"C13475",0.35,0.18,0.47,8,TRUE,TRUE,0.366569316368382
"C13476",0.28,0.25,0.47,9,TRUE,TRUE,0.444618254515282
"C13477",0.35,0.25,0.4,10,TRUE,TRUE,0.388006648077821
"C13478",0.4,0.17,0.43,11,FALSE,TRUE,0.347050233450235
"C13479",0.28,0.31,0.41,12,FALSE,TRUE,0.27152333193116
"C13480",0.39,0.24,0.37,13,FALSE,TRUE,0.445418433209188
"C13481",0.33,0.26,0.41,14,FALSE,TRUE,0.46630721277714
"C13482",0.26,0.3,0.44,15,TRUE,TRUE,0.324770843743353
"C13483",0.28,0.31,0.41,16,TRUE,TRUE,0.290359146780989
"C13484",0.27,0.28,0.45,17,TRUE,TRUE,0.38909122977701
"C13485",0.26,0.3,0.44,18,TRUE,TRUE,0.381894546437582
"C13486",0.4,0.16,0.44,19,FALSE,TRUE,0.811963197946704
"C13487",0.28,0.26,0.46,20,TRUE,TRUE,0.343419378680066
"C13492",0.46,0.53,0.01,5,FALSE,TRUE,0.394764356814563
"C13508",0.47,0.45,0.08,1,FALSE,TRUE,0.53874758653524
"C13509",0.61,0.33,0.06,2,FALSE,TRUE,0.447952603575048
"C13510",0.51,0.4,0.09,3,FALSE,TRUE,0.439961898984387
"C13511",0.44,0.47,0.09,4,FALSE,TRUE,0.487150703285114
"C13512",0.45,0.4,0.15,5,FALSE,TRUE,0.477620690918828
"C13513",0.5,0.41,0.09,6,FALSE,TRUE,0.505529805894474
"C13514",0.5,0.42,0.08,7,FALSE,TRUE,0.432128645695537
"C13515",0.51,0.41,0.08,8,FALSE,TRUE,0.436531193673601
"C13516",0.43,0.49,0.08,9,FALSE,TRUE,0.373035113381958
"C13517",0.51,0.4,0.09,10,FALSE,TRUE,0.44721802150613
"C13518",0.41,0.51,0.08,11,FALSE,TRUE,0.390214020965757
"C13519",0.58,0.34,0.08,12,FALSE,TRUE,0.478348641616693
"C13520",0.52,0.4,0.08,13,FALSE,TRUE,0.371944441310153
"C13521",0.54,0.38,0.08,14,FALSE,TRUE,0.369815696977595
"C13522",0.44,0.51,0.05,15,FALSE,TRUE,0.435114547213126
"C13523",0.48,0.48,0.04,16,FALSE,TRUE,0.562157925285862
"C13524",0.54,0.37,0.09,17,FALSE,TRUE,0.496991034907255
"C13525",0.48,0.46,0.06,18,FALSE,TRUE,0.516872340038407
"C13526",0.49,0.45,0.06,19,FALSE,TRUE,0.424467882719017
"C13527",0.5,0.43,0.07,20,FALSE,TRUE,0.57307066480006
"C13528",0.48,0.37,0.15,1,FALSE,TRUE,0.400134706193588
"C13529",0.41,0.51,0.08,2,FALSE,TRUE,0.411254333711463
"C13530",0.484848484848485,0.404040404040404,0.111111111111111,3,FALSE,FALSE,0.299982438224292
"C13531",0.51,0.31,0.18,4,FALSE,TRUE,0.512347935179617
"C13532",0.54,0.35,0.11,5,FALSE,TRUE,0.4039427458558
"C13533",0.59,0.3,0.11,6,FALSE,TRUE,0.550536053790156
"C13534",0.49,0.37,0.14,7,FALSE,TRUE,0.472718951587259
"C13535",0.5,0.35,0.15,8,FALSE,TRUE,0.383465045617891
"C13536",0.52,0.33,0.15,9,FALSE,TRUE,0.298544443540719
"C13537",0.47,0.41,0.12,10,FALSE,TRUE,0.328240132477429
"C13538",0.5,0.35,0.15,11,FALSE,TRUE,0.38708681317803
"C13539",0.5,0.37,0.13,12,FALSE,TRUE,0.395757328010581
"C13540",0.484848484848485,0.363636363636364,0.151515151515152,13,FALSE,TRUE,0.454652745877224
"C13541",0.525252525252525,0.292929292929293,0.181818181818182,14,FALSE,TRUE,0.474961701973126
"C13542",0.55,0.33,0.12,15,FALSE,TRUE,0.379737251472474
"C13543",0.43,0.42,0.15,16,FALSE,TRUE,0.392731927181846
"C13544",0.48,0.3,0.22,17,FALSE,TRUE,0.529935641950867
"C13545",0.45,0.44,0.11,18,FALSE,TRUE,0.43346117630562
"C13546",0.4,0.41,0.19,19,FALSE,TRUE,0.391255164707589
"C13547",0.39,0.48,0.13,20,FALSE,FALSE,0.337083876680541
"C13548",0.42,0.38,0.2,1,FALSE,TRUE,0.418517550960829
"C13549",0.43,0.31,0.26,2,FALSE,TRUE,0.42377242365605
"C13550",0.48,0.32,0.2,3,FALSE,TRUE,0.46484145579305
"C13551",0.42,0.43,0.15,4,FALSE,TRUE,0.428814360715431
"C13552",0.39,0.32,0.29,5,FALSE,TRUE,0.452806785604956
"C13553",0.45,0.39,0.16,6,FALSE,TRUE,0.453576203492542
"C13554",0.43,0.43,0.14,7,FALSE,FALSE,0.350398723714951
"C13555",0.54,0.26,0.2,8,FALSE,TRUE,0.468121741767625
"C13556",0.54,0.29,0.17,9,FALSE,TRUE,0.505358088402995
"C13557",0.41,0.37,0.22,10,FALSE,TRUE,0.413783319779693
"C13558",0.54,0.38,0.08,11,FALSE,TRUE,0.427307112173469
"C13559",0.39,0.49,0.12,12,FALSE,TRUE,0.328877889670991
"C13560",0.43,0.39,0.18,13,FALSE,TRUE,0.456644758019345
"C13561",0.48,0.32,0.2,14,FALSE,TRUE,0.307554451755353
"C13562",0.44,0.32,0.24,15,FALSE,TRUE,0.549859433516123
"C13563",0.37,0.46,0.17,16,FALSE,TRUE,0.328164648336434
"C13564",0.45,0.38,0.17,17,FALSE,TRUE,0.365382644388391
"C13565",0.48,0.33,0.19,18,FALSE,TRUE,0.338778203429141
"C13566",0.48,0.29,0.23,19,FALSE,TRUE,0.420264793101889
"C13567",0.45,0.37,0.18,20,FALSE,FALSE,0.401359389664111
"C13568",0.41,0.39,0.2,1,FALSE,TRUE,0.432184048225911
