"","pC","pD","pM","rep","stability","oscilations","resilience"
"C2560",0.37,0.18,0.45,13,TRUE,TRUE,0.441646279004176
"C2561",0.313131313131313,0.111111111111111,0.575757575757576,14,TRUE,TRUE,0.423743673109109
"C2562",0.35,0.17,0.48,15,TRUE,TRUE,0.396782561333347
"C2563",0.38,0.17,0.45,16,TRUE,TRUE,0.422599053878558
"C2564",0.36,0.13,0.51,17,FALSE,TRUE,0.404043312622023
"C2565",0.373737373737374,0.181818181818182,0.444444444444444,18,FALSE,TRUE,0.335184395303982
"C2566",0.35,0.12,0.53,19,TRUE,TRUE,0.498047315032722
"C2567",0.35,0.14,0.51,20,TRUE,TRUE,0.4377245911009
"C2568",0.29,0.11,0.6,1,TRUE,TRUE,0.534454489059826
"C2569",0.36,0.15,0.49,2,TRUE,TRUE,0.374769276871505
"C2570",0.23,0.14,0.63,3,FALSE,TRUE,0.283248272371536
"C2571",0.28,0.1,0.62,4,TRUE,TRUE,0.305044744578113
"C2572",0.25,0.12,0.63,5,TRUE,TRUE,0.278623863549953
"C2573",0.32,0.12,0.56,6,TRUE,TRUE,0.477754927078694
"C2574",0.17,0.13,0.7,7,TRUE,TRUE,0.295156448202062
"C2575",0.33,0.13,0.54,8,FALSE,TRUE,0.287722531644998
"C2576",0.34,0.12,0.54,9,TRUE,TRUE,0.301044076703613
"C2577",0.34,0.13,0.53,10,TRUE,TRUE,0.369786191774586
"C2578",0.27,0.12,0.61,11,TRUE,TRUE,0.363456005222513
"C2579",0.31,0.11,0.58,12,TRUE,TRUE,0.51404767594184
"C2580",0.292929292929293,0.161616161616162,0.545454545454545,13,TRUE,TRUE,0.544818062483754
"C2581",0.31,0.17,0.52,14,TRUE,TRUE,0.381018643841397
"C2582",0.363636363636364,0.121212121212121,0.515151515151515,15,TRUE,TRUE,0.41773396196184
"C2583",0.24,0.17,0.59,16,TRUE,TRUE,0.426460499945813
"C2584",0.323232323232323,0.161616161616162,0.515151515151515,17,TRUE,TRUE,0.380193556910083
"C2585",0.26,0.15,0.59,18,TRUE,TRUE,0.37610347159957
"C2586",0.33,0.1,0.57,19,TRUE,TRUE,0.372175845858591
"C2587",0.23,0.12,0.65,20,TRUE,TRUE,0.420887416818459
"C2588",0.33,0.1,0.57,1,TRUE,TRUE,0.357302822747247
"C2589",0.29,0.08,0.63,2,TRUE,TRUE,0.367975999457636
"C2590",0.25,0.16,0.59,3,TRUE,TRUE,0.394794341638913
"C2591",0.19,0.16,0.65,4,TRUE,TRUE,0.275808786993041
"C2592",0.3,0.14,0.56,5,TRUE,TRUE,0.407110180456213
"C2593",0.24,0.13,0.63,6,TRUE,TRUE,0.317760421167505
"C2594",0.252525252525253,0.0707070707070707,0.676767676767677,7,TRUE,TRUE,0.355307696371974
"C2595",0.29,0.13,0.58,8,TRUE,TRUE,0.401743203811696
"C2596",0.242424242424242,0.0909090909090909,0.666666666666667,9,TRUE,TRUE,0.369535398587275
"C2597",0.33,0.13,0.54,10,TRUE,TRUE,0.362645705405382
"C2598",0.28,0.11,0.61,11,FALSE,TRUE,0.436293292616042
"C2599",0.23,0.1,0.67,12,TRUE,TRUE,0.255826098397604
"C2600",0.21,0.11,0.68,13,TRUE,TRUE,0.353674453030523
"C2601",0.23,0.09,0.68,14,TRUE,TRUE,0.2795542863475
"C2602",0.2,0.11,0.69,15,TRUE,TRUE,0.301653137228862
"C2603",0.2,0.07,0.73,16,TRUE,TRUE,0.251356910461911
"C2604",0.22,0.08,0.7,17,TRUE,TRUE,0.292495126793184
"C2605",0.26,0.13,0.61,18,TRUE,TRUE,0.370080239217084
"C2606",0.29,0.11,0.6,19,TRUE,TRUE,0.270862591921323
"C2607",0.26,0.14,0.6,20,TRUE,TRUE,0.366022994327839
"C2608",0.22,0.1,0.68,1,TRUE,TRUE,0.310905918396941
"C2609",0.25,0.09,0.66,2,TRUE,TRUE,0.307022552997083
"C2610",0.16,0.14,0.7,3,TRUE,TRUE,0.302700819793738
"C2611",0.2,0.12,0.68,4,TRUE,TRUE,0.266089874513631
"C2612",0.28,0.11,0.61,5,TRUE,TRUE,0.33364296254493
"C2613",0.08,0.13,0.79,6,TRUE,TRUE,0.215940383315951
"C2614",0.23,0.14,0.63,7,TRUE,TRUE,0.303514832708429
"C2615",0.18,0.14,0.68,8,TRUE,TRUE,0.378747715048713
"C2616",0.15,0.16,0.69,9,TRUE,TRUE,0.273977788532562
"C2617",0.18,0.09,0.73,10,TRUE,TRUE,0.329304141779574
"C2618",0.22,0.07,0.71,11,TRUE,TRUE,0.264579916478238
"C2619",0.22,0.09,0.69,12,TRUE,TRUE,0.282653829801215
"C2620",0.23,0.1,0.67,13,TRUE,TRUE,0.297296444149477
"C2621",0.18,0.12,0.7,14,TRUE,TRUE,0.246041637933554
"C2622",0.17,0.06,0.77,15,TRUE,TRUE,0.257887511389819
"C2623",0.22,0.1,0.68,16,TRUE,TRUE,0.247685563246195
"C2624",0.25,0.12,0.63,17,TRUE,TRUE,0.317632628347862
"C2625",0.22,0.15,0.63,18,TRUE,TRUE,0.27126394512619
"C2626",0.22,0.14,0.64,19,TRUE,TRUE,0.315783500085305
"C2627",0.21,0.1,0.69,20,TRUE,TRUE,0.371371542915514
"C2628",0.2,0.07,0.73,1,TRUE,TRUE,0.322130918134747
"C2629",0.23,0.09,0.68,2,TRUE,TRUE,0.311825178500554
"C2630",0.21,0.05,0.74,3,TRUE,TRUE,0.299274736594194
"C2631",0.16,0.05,0.79,4,TRUE,TRUE,0.288437854525546
"C2632",0.16,0.12,0.72,5,TRUE,TRUE,0.314034496768712
"C2633",0.222222222222222,0.0404040404040404,0.737373737373737,6,TRUE,TRUE,0.293788491205399
"C2634",0.19,0.11,0.7,7,TRUE,TRUE,0.250983217144342
"C2635",0.23,0.1,0.67,8,TRUE,TRUE,0.381198802332772
"C2636",0.21,0.07,0.72,9,TRUE,TRUE,0.335978760083781
"C2637",0.23,0.07,0.7,10,TRUE,TRUE,0.36650040238719
"C2638",0.17,0.11,0.72,11,TRUE,TRUE,0.252605672831201
"C2639",0.2,0.15,0.65,12,TRUE,TRUE,0.280826537555137
"C2640",0.19,0.07,0.74,13,TRUE,TRUE,0.283211774581045
"C2641",0.25,0.16,0.59,14,TRUE,TRUE,0.310068305495086
"C2642",0.2,0.07,0.73,15,TRUE,TRUE,0.373800870009594
"C2643",0.202020202020202,0.0606060606060606,0.737373737373737,16,TRUE,TRUE,0.273190139412844
"C2644",0.15,0.09,0.76,17,TRUE,TRUE,0.282831105930694
"C2645",0.16,0.08,0.76,18,TRUE,TRUE,0.28304027516599
"C2646",0.12,0.04,0.84,19,TRUE,TRUE,0.218778361598152
"C2647",0.19,0.11,0.7,20,TRUE,TRUE,0.31181834429026
"C2648",0.25,0.13,0.62,1,TRUE,TRUE,0.348938182147907
"C2649",0.19,0.08,0.73,2,TRUE,TRUE,0.27308179780979
"C2650",0.21,0.05,0.74,3,TRUE,TRUE,0.249911462345516
"C2651",0.19,0.16,0.65,4,TRUE,TRUE,0.338030568530347
"C2652",0.18,0.12,0.7,5,TRUE,TRUE,0.306458980434931
"C2653",0.16,0.08,0.76,6,TRUE,TRUE,0.269246382613228
"C2654",0.16,0.09,0.75,7,TRUE,TRUE,0.225758437786832
"C2655",0.222222222222222,0.0808080808080808,0.696969696969697,8,TRUE,TRUE,0.290539386206869
"C2656",0.16,0.1,0.74,9,TRUE,TRUE,0.240310517548046
"C2657",0.18,0.09,0.73,10,TRUE,TRUE,0.322516816733498
"C2658",0.15,0.11,0.74,11,TRUE,TRUE,0.298654031772376
"C2659",0.23,0.07,0.7,12,TRUE,TRUE,0.427419427634354
"C2660",0.202020202020202,0.111111111111111,0.686868686868687,13,TRUE,TRUE,0.380369669552457
"C2661",0.19,0.13,0.68,14,TRUE,TRUE,0.269653307607593
"C2662",0.11,0.04,0.85,15,TRUE,TRUE,0.29086474529837
"C2663",0.14,0.12,0.74,16,TRUE,TRUE,0.298826231322839
"C2664",0.1,0.1,0.8,17,TRUE,TRUE,0.27508336130436
"C2665",0.19,0.09,0.72,18,TRUE,TRUE,0.238969357546812
"C2666",0.16,0.11,0.73,19,TRUE,TRUE,0.294844358439942
"C2667",0.15,0.11,0.74,20,TRUE,TRUE,0.224817271361351
"C2668",0.12,0.11,0.77,1,TRUE,TRUE,0.23762532762903
"C2669",0.17,0.05,0.78,2,TRUE,TRUE,0.265264478469129
"C2670",0.16,0.11,0.73,3,TRUE,TRUE,0.418540599463484
"C2671",0.151515151515152,0.101010101010101,0.747474747474748,4,TRUE,TRUE,0.352570567058649
"C2672",0.25,0.06,0.69,5,TRUE,TRUE,0.372307006157393
"C2673",0.23,0.03,0.74,6,TRUE,TRUE,0.281835175597454
"C2674",0.2,0.11,0.69,7,TRUE,TRUE,0.251950204536893
"C2675",0.18,0.08,0.74,8,TRUE,TRUE,0.206879870397161
"C2676",0.1,0.1,0.8,9,TRUE,TRUE,0.221941675047602
"C2677",0.26,0.05,0.69,10,TRUE,TRUE,0.329271387569895
"C2678",0.15,0.09,0.76,11,TRUE,TRUE,0.271666955863644
"C2679",0.19,0.08,0.73,12,TRUE,TRUE,0.270539019078926
"C2680",0.17,0.12,0.71,13,TRUE,TRUE,0.236667785464062
"C2681",0.11,0.07,0.82,14,TRUE,TRUE,0.220009307777547
"C2682",0.19,0.11,0.7,15,TRUE,TRUE,0.260089064701877
"C2683",0.19,0.03,0.78,16,TRUE,TRUE,0.341977183622596
"C2684",0.14,0.06,0.8,17,TRUE,TRUE,0.355834118639166
"C2685",0.13,0.05,0.82,18,TRUE,TRUE,0.310740811739092
"C2686",0.161616161616162,0.101010101010101,0.737373737373737,19,TRUE,TRUE,0.263450622633751
"C2687",0.161616161616162,0.0606060606060606,0.777777777777778,20,TRUE,TRUE,0.249701072849767
"C2688",0.5,0.48,0.02,1,FALSE,TRUE,0.366908385062558
"C2690",0.59,0.4,0.01,3,FALSE,TRUE,0.436551760907259
"C2691",0.46,0.53,0.01,4,FALSE,TRUE,0.442103179086068
"C2697",0.52,0.46,0.02,10,FALSE,TRUE,0.47406178462634
"C2699",0.53,0.46,0.01,12,FALSE,TRUE,0.343092487308163
"C2701",0.474747474747475,0.515151515151515,0.0101010101010101,14,FALSE,TRUE,0.482098328197952
"C2708",0.32,0.43,0.25,1,FALSE,TRUE,0.462925755680717
"C2709",0.4,0.4,0.2,2,FALSE,TRUE,0.48301731835018
"C2710",0.3,0.49,0.21,3,TRUE,TRUE,0.368710490740866
"C2711",0.38,0.39,0.23,4,FALSE,TRUE,0.370896120399041
"C2712",0.39,0.48,0.13,5,FALSE,TRUE,0.532974177862327
"C2713",0.4,0.37,0.23,6,TRUE,TRUE,0.464271739587969
"C2714",0.363636363636364,0.515151515151515,0.121212121212121,7,FALSE,TRUE,0.435854377307517
"C2715",0.42,0.4,0.18,8,FALSE,TRUE,0.457285073097878
"C2716",0.4,0.38,0.22,9,FALSE,TRUE,0.427138384027643
"C2717",0.43,0.38,0.19,10,FALSE,TRUE,0.380906535210822
"C2718",0.37,0.41,0.22,11,FALSE,TRUE,0.364067330749031
"C2719",0.43,0.42,0.15,12,FALSE,TRUE,0.442807884173803
"C2720",0.42,0.36,0.22,13,FALSE,TRUE,0.424174806822153
"C2721",0.41,0.36,0.23,14,FALSE,TRUE,0.301199767700682
"C2722",0.39,0.38,0.23,15,FALSE,TRUE,0.44691049615468
"C2723",0.45,0.38,0.17,16,FALSE,TRUE,0.385207075674662
"C2724",0.44,0.36,0.2,17,FALSE,TRUE,0.393016206824863
"C2725",0.44,0.4,0.16,18,FALSE,TRUE,0.372792935498575
"C2726",0.38,0.34,0.28,19,FALSE,TRUE,0.368318251223466
"C2727",0.38,0.43,0.19,20,FALSE,TRUE,0.464879387655079
"C2728",0.27,0.42,0.31,1,FALSE,TRUE,0.396443578526871
"C2729",0.29,0.33,0.38,2,TRUE,TRUE,0.350895436726241
"C2730",0.32,0.37,0.31,3,TRUE,TRUE,0.469485895159612
"C2731",0.23,0.42,0.35,4,TRUE,TRUE,0.335378212057442
"C2732",0.32,0.3,0.38,5,TRUE,TRUE,0.403383091694326
"C2733",0.43,0.34,0.23,6,FALSE,TRUE,0.483573963575005
"C2734",0.36,0.31,0.33,7,TRUE,TRUE,0.560904071284626
"C2735",0.32,0.37,0.31,8,TRUE,TRUE,0.318413258244385
"C2736",0.29,0.34,0.37,9,FALSE,TRUE,0.376142850319045
"C2737",0.32,0.23,0.45,10,TRUE,TRUE,0.346322762967404
"C2738",0.36,0.36,0.28,11,FALSE,FALSE,0.317657279898637
"C2739",0.38,0.32,0.3,12,FALSE,TRUE,0.402097422797952
"C2740",0.34,0.35,0.31,13,FALSE,TRUE,0.473130738260409
"C2741",0.29,0.35,0.36,14,TRUE,TRUE,0.388467314720844
"C2742",0.373737373737374,0.414141414141414,0.212121212121212,15,FALSE,FALSE,0.268355342231191
"C2743",0.34,0.42,0.24,16,FALSE,TRUE,0.379441745635946
"C2744",0.353535353535354,0.303030303030303,0.343434343434343,17,TRUE,TRUE,0.38374149641507
"C2745",0.32,0.34,0.34,18,FALSE,TRUE,0.483903544236758
"C2746",0.35,0.36,0.29,19,FALSE,TRUE,0.375759521682128
"C2747",0.36,0.31,0.33,20,TRUE,TRUE,0.421069136350611
"C2748",0.23,0.21,0.56,1,TRUE,TRUE,0.278064745357629
"C2749",0.22,0.34,0.44,2,TRUE,TRUE,0.325947562479592
"C2750",0.24,0.4,0.36,3,TRUE,TRUE,0.399794452369928
"C2751",0.303030303030303,0.292929292929293,0.404040404040404,4,FALSE,TRUE,0.397810802389808
"C2752",0.17,0.33,0.5,5,TRUE,TRUE,0.283772467886419
"C2753",0.26,0.29,0.45,6,TRUE,TRUE,0.313851152863409
"C2754",0.24,0.33,0.43,7,TRUE,TRUE,0.32244020179458
"C2755",0.29,0.27,0.44,8,FALSE,TRUE,0.364708526392823
"C2756",0.28,0.32,0.4,9,FALSE,TRUE,0.497158204880042
"C2757",0.28,0.28,0.44,10,FALSE,TRUE,0.441919713270948
"C2758",0.18,0.36,0.46,11,TRUE,TRUE,0.370582807277256
"C2759",0.34,0.24,0.42,12,TRUE,TRUE,0.325778779658444
"C2760",0.3,0.24,0.46,13,FALSE,TRUE,0.35901303825431
"C2761",0.28,0.26,0.46,14,TRUE,TRUE,0.300077395910582
"C2762",0.29,0.25,0.46,15,TRUE,TRUE,0.513823748650869
"C2763",0.29,0.33,0.38,16,FALSE,TRUE,0.463571073810674
"C2764",0.23,0.29,0.48,17,TRUE,TRUE,0.354839716732182
"C2765",0.38,0.28,0.34,18,TRUE,TRUE,0.393634046053014
"C2766",0.313131313131313,0.303030303030303,0.383838383838384,19,FALSE,TRUE,0.50752352643432
"C2767",0.28,0.25,0.47,20,TRUE,TRUE,0.369498150561218
"C2768",0.19,0.38,0.43,1,FALSE,TRUE,0.299363478919184
"C2769",0.28,0.19,0.53,2,TRUE,TRUE,0.26195802469973
"C2770",0.28,0.22,0.5,3,TRUE,TRUE,0.36327177912422
"C2771",0.22,0.33,0.45,4,TRUE,TRUE,0.426903020029663
"C2772",0.23,0.25,0.52,5,TRUE,TRUE,0.39749005554414
"C2773",0.27,0.27,0.46,6,TRUE,TRUE,0.32318051075177
"C2774",0.27,0.23,0.5,7,TRUE,TRUE,0.320927128162439
"C2775",0.24,0.29,0.47,8,TRUE,TRUE,0.367441564682801
"C2776",0.21,0.25,0.54,9,TRUE,TRUE,0.308499988475501
"C2777",0.28,0.21,0.51,10,TRUE,TRUE,0.276350011171271
"C2778",0.3,0.24,0.46,11,TRUE,TRUE,0.406656360077741
"C2779",0.24,0.17,0.59,12,TRUE,TRUE,0.330464851345059
"C2780",0.29,0.19,0.52,13,FALSE,TRUE,0.434358817615248
"C2781",0.2,0.26,0.54,14,TRUE,TRUE,0.370235106467362
"C2782",0.22,0.24,0.54,15,TRUE,TRUE,0.286527123077103
"C2783",0.22,0.3,0.48,16,FALSE,TRUE,0.319007365453304
"C2784",0.21,0.21,0.58,17,TRUE,TRUE,0.270161366869593
"C2785",0.24,0.28,0.48,18,TRUE,TRUE,0.360374601270406
"C2786",0.28,0.29,0.43,19,FALSE,TRUE,0.438589585949414
"C2787",0.28,0.23,0.49,20,TRUE,TRUE,0.354986447764414
"C2788",0.14,0.29,0.57,1,TRUE,TRUE,0.442697775329421
"C2789",0.171717171717172,0.111111111111111,0.717171717171717,2,TRUE,TRUE,0.256482242435256
"C2790",0.2,0.21,0.59,3,TRUE,TRUE,0.312312317327939
"C2791",0.28,0.18,0.54,4,FALSE,TRUE,0.309990567008835
"C2792",0.27,0.17,0.56,5,TRUE,TRUE,0.375621853101318
"C2793",0.2,0.26,0.54,6,TRUE,TRUE,0.360338373033283
"C2794",0.17,0.24,0.59,7,TRUE,TRUE,0.360365488858894
"C2795",0.2,0.28,0.52,8,TRUE,TRUE,0.312903935555612
"C2796",0.242424242424242,0.212121212121212,0.545454545454545,9,TRUE,TRUE,0.313709466761679
"C2797",0.24,0.27,0.49,10,TRUE,TRUE,0.254951600969526
"C2798",0.17,0.22,0.61,11,TRUE,TRUE,0.255063331457391
"C2799",0.31,0.2,0.49,12,TRUE,TRUE,0.307544554737953
"C2800",0.2,0.19,0.61,13,TRUE,TRUE,0.338736395132815
"C2801",0.21,0.29,0.5,14,TRUE,TRUE,0.33947772236863
"C2802",0.181818181818182,0.262626262626263,0.555555555555556,15,TRUE,TRUE,0.318117877139794
"C2803",0.14,0.18,0.68,16,TRUE,TRUE,0.25009218598378
"C2804",0.252525252525253,0.181818181818182,0.565656565656566,17,TRUE,TRUE,0.35086352954074
"C2805",0.2,0.21,0.59,18,TRUE,TRUE,0.320916708266907
"C2806",0.2,0.31,0.49,19,TRUE,TRUE,0.329951851973018
"C2807",0.29,0.2,0.51,20,TRUE,TRUE,0.377379793292283
"C2808",0.18,0.14,0.68,1,TRUE,TRUE,0.253190868867134
"C2809",0.16,0.23,0.61,2,TRUE,TRUE,0.227381388179489
"C2810",0.2,0.17,0.63,3,TRUE,TRUE,0.345031564167496
"C2811",0.26,0.15,0.59,4,TRUE,TRUE,0.320286153974804
"C2812",0.22,0.11,0.67,5,TRUE,TRUE,0.347678744947021
"C2813",0.22,0.18,0.6,6,TRUE,TRUE,0.276981054343338
"C2814",0.23,0.21,0.56,7,TRUE,TRUE,0.320114055375217
"C2815",0.19,0.16,0.65,8,TRUE,TRUE,0.268313116859289
"C2816",0.2,0.15,0.65,9,TRUE,TRUE,0.261120531096596
"C2817",0.16,0.17,0.67,10,TRUE,TRUE,0.294233599387211
"C2818",0.242424242424242,0.232323232323232,0.525252525252525,11,TRUE,TRUE,0.364663408988731
"C2819",0.22,0.17,0.61,12,TRUE,TRUE,0.380656683157671
"C2820",0.21,0.2,0.59,13,TRUE,TRUE,0.381904328545062
"C2821",0.22,0.25,0.53,14,TRUE,TRUE,0.281062115398718
"C2822",0.18,0.26,0.56,15,TRUE,TRUE,0.307532647976904
"C2823",0.232323232323232,0.212121212121212,0.555555555555556,16,TRUE,TRUE,0.469530468017198
"C2824",0.21,0.16,0.63,17,TRUE,TRUE,0.31408175264494
"C2825",0.212121212121212,0.222222222222222,0.565656565656566,18,TRUE,TRUE,0.288650496321819
"C2826",0.27,0.18,0.55,19,TRUE,TRUE,0.463162276401586
"C2827",0.14,0.2,0.66,20,TRUE,TRUE,0.281542213384019
"C2828",0.26,0.23,0.51,1,TRUE,TRUE,0.446364317940903
"C2829",0.17,0.13,0.7,2,TRUE,TRUE,0.273421389446784
"C2830",0.16,0.19,0.65,3,TRUE,TRUE,0.283658350546393
"C2831",0.2,0.17,0.63,4,TRUE,TRUE,0.382269068596804
"C2832",0.17,0.19,0.64,5,TRUE,TRUE,0.300355388990787
"C2833",0.19,0.16,0.65,6,TRUE,TRUE,0.297688434244331
"C2834",0.2,0.23,0.57,7,TRUE,TRUE,0.285923087931818
"C2835",0.22,0.19,0.59,8,TRUE,TRUE,0.304874605388629
"C2836",0.23,0.17,0.6,9,TRUE,TRUE,0.306890180771929
"C2837",0.212121212121212,0.191919191919192,0.595959595959596,10,TRUE,TRUE,0.427194203197116
"C2838",0.14,0.15,0.71,11,TRUE,TRUE,0.208133596433754
"C2839",0.13,0.16,0.71,12,TRUE,TRUE,0.234778095699192
"C2840",0.14,0.11,0.75,13,TRUE,TRUE,0.284671580600314
"C2841",0.16,0.13,0.71,14,TRUE,TRUE,0.25270157450728
"C2842",0.19,0.2,0.61,15,TRUE,TRUE,0.275370597356752
"C2843",0.22,0.25,0.53,16,TRUE,TRUE,0.308948243045613
"C2844",0.16,0.18,0.66,17,TRUE,TRUE,0.258822279162496
"C2845",0.18,0.13,0.69,18,TRUE,TRUE,0.290421316833853
"C2846",0.18,0.22,0.6,19,TRUE,TRUE,0.352395645135102
"C2847",0.21,0.15,0.64,20,TRUE,TRUE,0.346123297981491
"C2848",0.16,0.17,0.67,1,TRUE,TRUE,0.258258324630982
"C2849",0.212121212121212,0.212121212121212,0.575757575757576,2,TRUE,TRUE,0.267544194670564
"C2850",0.13,0.19,0.68,3,TRUE,TRUE,0.286668883669216
"C2851",0.13,0.17,0.7,4,TRUE,TRUE,0.250953409769113
"C2852",0.16,0.19,0.65,5,TRUE,TRUE,0.263564458304497
"C2853",0.14,0.17,0.69,6,TRUE,TRUE,0.259354229104011
"C2854",0.23,0.14,0.63,7,TRUE,TRUE,0.385702887360956
"C2855",0.18,0.2,0.62,8,TRUE,TRUE,0.306375196440978
"C2856",0.21,0.17,0.62,9,TRUE,TRUE,0.371870901984172
"C2857",0.22,0.16,0.62,10,TRUE,TRUE,0.356146486311952
"C2858",0.21,0.17,0.62,11,TRUE,TRUE,0.308054152889428
"C2859",0.22,0.08,0.7,12,TRUE,TRUE,0.458395499662872
"C2860",0.15,0.16,0.69,13,TRUE,TRUE,0.240929756836801
"C2861",0.23,0.16,0.61,14,TRUE,TRUE,0.331536746835176
"C2862",0.15,0.21,0.64,15,TRUE,TRUE,0.319397234283389
"C2863",0.171717171717172,0.191919191919192,0.636363636363636,16,TRUE,TRUE,0.284255753411068
"C2864",0.16,0.16,0.68,17,TRUE,TRUE,0.260813532262426
"C2865",0.15,0.14,0.71,18,TRUE,TRUE,0.32593080435855
"C2866",0.15,0.12,0.73,19,TRUE,TRUE,0.214489930014782
"C2867",0.17,0.24,0.59,20,TRUE,TRUE,0.30971568645534
"C2868",0.11,0.2,0.69,1,TRUE,TRUE,0.334619694536982
"C2869",0.131313131313131,0.181818181818182,0.686868686868687,2,TRUE,TRUE,0.239563005221501
"C2870",0.14,0.18,0.68,3,TRUE,TRUE,0.296941597372213
"C2871",0.15,0.19,0.66,4,TRUE,TRUE,0.293847422402793
"C2872",0.12,0.12,0.76,5,TRUE,TRUE,0.277121249083096
"C2873",0.08,0.18,0.74,6,TRUE,TRUE,0.257177331789247
"C2874",0.19,0.14,0.67,7,TRUE,TRUE,0.289573154467522
"C2875",0.17,0.17,0.66,8,TRUE,TRUE,0.303369375795391
"C2876",0.17,0.18,0.65,9,TRUE,TRUE,0.27368987062805
"C2877",0.15,0.19,0.66,10,TRUE,TRUE,0.264929713570351
"C2878",0.14,0.23,0.63,11,TRUE,TRUE,0.266335295839097
"C2879",0.13,0.18,0.69,12,TRUE,TRUE,0.270424833000792
"C2880",0.24,0.14,0.62,13,TRUE,TRUE,0.417799605874181
"C2881",0.14,0.15,0.71,14,TRUE,TRUE,0.259762825655384
"C2882",0.191919191919192,0.212121212121212,0.595959595959596,15,TRUE,TRUE,0.301101334220622
"C2883",0.15,0.21,0.64,16,TRUE,TRUE,0.227985482861461
"C2884",0.17,0.13,0.7,17,TRUE,TRUE,0.278788233619562
"C2885",0.14,0.19,0.67,18,TRUE,TRUE,0.295331516492303
"C2886",0.12,0.19,0.69,19,TRUE,TRUE,0.297529949159205
"C2887",0.16,0.2,0.64,20,TRUE,TRUE,0.266935357561606
"C2898",0.38,0.61,0.01,11,FALSE,TRUE,0.372280696683673
"C2903",0.42,0.57,0.01,16,FALSE,TRUE,0.325389557423757
"C2908",0.33,0.5,0.17,1,FALSE,TRUE,0.353977298119731
"C2909",0.36,0.51,0.13,2,FALSE,TRUE,0.439348581908035
"C2910",0.29,0.57,0.14,3,FALSE,TRUE,0.345245568003361
"C2911",0.28,0.5,0.22,4,FALSE,TRUE,0.310651725642459
"C2912",0.33,0.52,0.15,5,FALSE,TRUE,0.382270795064451
"C2913",0.26,0.6,0.14,6,FALSE,TRUE,0.345601921933938
"C2914",0.33,0.58,0.09,7,FALSE,TRUE,0.507249981580632
"C2915",0.26,0.62,0.12,8,FALSE,TRUE,0.336120770568244
"C2916",0.41,0.42,0.17,9,FALSE,TRUE,0.31610436565885
"C2917",0.31,0.48,0.21,10,FALSE,TRUE,0.259757522221484
"C2918",0.35,0.46,0.19,11,TRUE,TRUE,0.455802987671163
"C2919",0.25,0.54,0.21,12,FALSE,TRUE,0.338710808605689
"C2920",0.3,0.53,0.17,13,TRUE,TRUE,0.374794116534075
"C2921",0.353535353535354,0.525252525252525,0.121212121212121,14,FALSE,TRUE,0.396232594221115
"C2922",0.3,0.55,0.15,15,FALSE,TRUE,0.405898264909902
"C2923",0.39,0.44,0.17,16,FALSE,TRUE,0.477479792493786
"C2924",0.37,0.53,0.1,17,FALSE,TRUE,0.468581595406329
"C2925",0.36,0.51,0.13,18,FALSE,TRUE,0.426399593416845
"C2926",0.313131313131313,0.505050505050505,0.181818181818182,19,FALSE,TRUE,0.297202908549462
"C2927",0.37,0.5,0.13,20,FALSE,TRUE,0.426434109604635
"C2928",0.26,0.46,0.28,1,TRUE,TRUE,0.325680968566637
"C2929",0.24,0.46,0.3,2,TRUE,TRUE,0.366609007641921
"C2930",0.29,0.45,0.26,3,FALSE,TRUE,0.335272873663302
"C2931",0.32,0.46,0.22,4,FALSE,TRUE,0.524288808283423
"C2932",0.28,0.49,0.23,5,TRUE,TRUE,0.376715026144012
"C2933",0.29,0.42,0.29,6,TRUE,TRUE,0.364573191717964
"C2934",0.28,0.54,0.18,7,FALSE,TRUE,0.345500004874221
"C2935",0.3,0.46,0.24,8,FALSE,TRUE,0.449806917349741
"C2936",0.23,0.56,0.21,9,FALSE,TRUE,0.363326397685267
"C2937",0.28,0.36,0.36,10,TRUE,TRUE,0.341505766926839
"C2938",0.23,0.43,0.34,11,TRUE,TRUE,0.351987842357407
"C2939",0.292929292929293,0.434343434343434,0.272727272727273,12,TRUE,TRUE,0.351368967846512
"C2940",0.34,0.39,0.27,13,FALSE,TRUE,0.417702551235607
"C2941",0.25,0.43,0.32,14,FALSE,TRUE,0.405372991091602
"C2942",0.35,0.4,0.25,15,FALSE,TRUE,0.453444211546292
"C2943",0.32,0.42,0.26,16,TRUE,TRUE,0.436187648678946
"C2944",0.272727272727273,0.424242424242424,0.303030303030303,17,FALSE,TRUE,0.461980296266529
"C2945",0.24,0.42,0.34,18,TRUE,TRUE,0.35865693379895
"C2946",0.33,0.43,0.24,19,FALSE,TRUE,0.399225182201278
"C2947",0.25,0.47,0.28,20,TRUE,TRUE,0.348541552189639
"C2948",0.23,0.36,0.41,1,TRUE,TRUE,0.384843152460938
"C2949",0.22,0.38,0.4,2,FALSE,TRUE,0.326865751649579
"C2950",0.26,0.32,0.42,3,TRUE,TRUE,0.427862633508201
"C2951",0.31,0.31,0.38,4,TRUE,TRUE,0.434945888538163
"C2952",0.2,0.35,0.45,5,FALSE,TRUE,0.325316340344373
"C2953",0.28,0.32,0.4,6,TRUE,TRUE,0.407727494180451
"C2954",0.19,0.38,0.43,7,FALSE,TRUE,0.459432035860368
"C2955",0.282828282828283,0.414141414141414,0.303030303030303,8,FALSE,TRUE,0.43340076237228
"C2956",0.25,0.33,0.42,9,FALSE,TRUE,0.401929467315745
