"","sIntProp","nInt","rep","stability","oscilations","resilience"
"1197",0.1,18,27,TRUE,TRUE,0.310696308079838
"1198",0.1,18,28,TRUE,TRUE,0.349772770963333
"1199",0.1,18,29,TRUE,TRUE,0.326947202229353
"1200",0.1,18,30,TRUE,TRUE,0.302394234510257
"1201",0.1,19,1,TRUE,TRUE,0.339263565817838
"1202",0.1,19,2,TRUE,TRUE,0.283267129273902
"1203",0.1,19,3,TRUE,TRUE,0.367755843330142
"1204",0.1,19,4,TRUE,TRUE,0.269721549079225
"1205",0.1,19,5,TRUE,TRUE,0.299969241989071
"1206",0.1,19,6,TRUE,TRUE,0.322522723523325
"1207",0.1,19,7,TRUE,TRUE,0.299144669771265
"1208",0.1,19,8,TRUE,TRUE,0.40654719148996
"1209",0.1,19,9,TRUE,TRUE,0.357120971247943
"1210",0.1,19,10,TRUE,TRUE,0.308209449536502
"1211",0.1,19,11,FALSE,TRUE,0.260072529283325
"1212",0.1,19,12,TRUE,TRUE,0.325346564231906
"1213",0.1,19,13,TRUE,TRUE,0.319617789505758
"1214",0.1,19,14,TRUE,TRUE,0.35737864422252
"1215",0.1,19,15,TRUE,TRUE,0.326810912469795
"1216",0.1,19,16,TRUE,TRUE,0.281958465783916
"1217",0.1,19,17,TRUE,TRUE,0.375778144363677
"1218",0.1,19,18,TRUE,TRUE,0.416480950264024
"1219",0.1,19,19,TRUE,TRUE,0.351202430120834
"1220",0.1,19,20,TRUE,TRUE,0.34794124254212
"1221",0.1,19,21,TRUE,TRUE,0.369370857872569
"1222",0.1,19,22,TRUE,TRUE,0.367860671494922
"1223",0.1,19,23,TRUE,TRUE,0.36003570965734
"1224",0.1,19,24,TRUE,TRUE,0.282854611755524
"1225",0.1,19,25,TRUE,TRUE,0.31970568058538
"1226",0.1,19,26,TRUE,TRUE,0.314182492563105
"1227",0.1,19,27,TRUE,TRUE,0.307326894383116
"1228",0.1,19,28,TRUE,TRUE,0.30022474869895
"1229",0.1,19,29,TRUE,TRUE,0.337815323866517
"1230",0.1,19,30,TRUE,TRUE,0.367135803273046
"1231",0.1,20,1,FALSE,TRUE,0.484252753746101
"1232",0.1,20,2,TRUE,TRUE,0.33157759806679
"1233",0.1,20,3,TRUE,TRUE,0.429951336575955
"1234",0.1,20,4,TRUE,TRUE,0.340131976419534
"1235",0.1,20,5,TRUE,TRUE,0.391835809676477
"1236",0.1,20,6,TRUE,TRUE,0.340519758243783
"1237",0.1,20,7,TRUE,TRUE,0.247973502450206
"1238",0.1,20,8,TRUE,TRUE,0.339492389525594
"1239",0.1,20,9,TRUE,TRUE,0.307230539298879
"1240",0.1,20,10,TRUE,TRUE,0.319484603255752
"1241",0.1,20,11,TRUE,TRUE,0.408202620905742
"1242",0.1,20,12,TRUE,TRUE,0.337061821410105
"1243",0.1,20,13,TRUE,TRUE,0.375208358213744
"1244",0.1,20,14,TRUE,TRUE,0.421478455410921
"1245",0.1,20,15,TRUE,TRUE,0.412635414920481
"1246",0.1,20,16,FALSE,TRUE,0.274767739626952
"1247",0.1,20,17,TRUE,TRUE,0.304177706361126
"1248",0.1,20,18,TRUE,TRUE,0.296336111692742
"1249",0.1,20,19,TRUE,TRUE,0.310174154472891
"1250",0.1,20,20,FALSE,TRUE,0.404030856451491
"1251",0.1,20,21,TRUE,TRUE,0.311096388256968
"1252",0.1,20,22,FALSE,TRUE,0.481588529108884
"1253",0.1,20,23,TRUE,TRUE,0.389546341867171
"1254",0.1,20,24,TRUE,TRUE,0.39047887256664
"1255",0.1,20,25,TRUE,TRUE,0.318534554215821
"1256",0.1,20,26,TRUE,TRUE,0.310456579160818
"1257",0.1,20,27,TRUE,TRUE,0.337188665278101
"1258",0.1,20,28,TRUE,TRUE,0.360477669528796
"1259",0.1,20,29,TRUE,TRUE,0.354274548400879
"1260",0.1,20,30,TRUE,TRUE,0.330999730473286
"1261",0.2,0,1,TRUE,FALSE,0.217603316820998
"1262",0.2,0,2,TRUE,FALSE,0.222504766930106
"1263",0.2,0,3,TRUE,FALSE,0.224575199889
"1264",0.2,0,4,TRUE,FALSE,0.233288537502206
"1265",0.2,0,5,TRUE,FALSE,0.218290811708769
"1266",0.2,0,6,TRUE,FALSE,0.218624960683439
"1267",0.2,0,7,TRUE,FALSE,0.225745325922899
"1268",0.2,0,8,TRUE,FALSE,0.216906522055729
"1269",0.2,0,9,TRUE,FALSE,0.21479491592981
"1270",0.2,0,10,TRUE,FALSE,0.210792417909568
"1271",0.2,0,11,TRUE,FALSE,0.226930209069943
"1272",0.2,0,12,TRUE,FALSE,0.218409092668556
"1273",0.2,0,13,TRUE,FALSE,0.224067571588917
"1274",0.2,0,14,TRUE,FALSE,0.217887062314611
"1275",0.2,0,15,TRUE,FALSE,0.227088384444845
"1276",0.2,0,16,TRUE,FALSE,0.209170952792185
"1277",0.2,0,17,TRUE,FALSE,0.22408777012635
"1278",0.2,0,18,TRUE,FALSE,0.21646050127301
"1279",0.2,0,19,TRUE,FALSE,0.22287292390222
"1280",0.2,0,20,TRUE,FALSE,0.222344467031537
"1281",0.2,0,21,TRUE,FALSE,0.219398659874953
"1282",0.2,0,22,TRUE,FALSE,0.215571579088821
"1283",0.2,0,23,TRUE,FALSE,0.216787778940233
"1284",0.2,0,24,TRUE,FALSE,0.224705574646786
"1285",0.2,0,25,TRUE,FALSE,0.214401496363621
"1286",0.2,0,26,TRUE,FALSE,0.22617953807028
"1287",0.2,0,27,TRUE,FALSE,0.220466565714026
"1288",0.2,0,28,TRUE,FALSE,0.214554191551058
"1289",0.2,0,29,TRUE,FALSE,0.216198211506931
"1290",0.2,0,30,TRUE,FALSE,0.210478976958442
"1291",0.2,1,1,TRUE,TRUE,0.286182268884142
"1292",0.2,1,2,TRUE,TRUE,0.303431173063583
"1293",0.2,1,3,TRUE,TRUE,0.257808417687296
"1294",0.2,1,4,TRUE,FALSE,0.236387223758818
"1295",0.2,1,5,TRUE,TRUE,0.241235405645447
"1296",0.2,1,6,TRUE,FALSE,0.272186501712155
"1297",0.2,1,7,TRUE,TRUE,0.258121652358236
"1298",0.2,1,8,TRUE,TRUE,0.262669062906771
"1299",0.2,1,9,TRUE,TRUE,0.299869194836339
"1300",0.2,1,10,TRUE,TRUE,0.257637583715329
"1301",0.2,1,11,TRUE,TRUE,0.23298731188287
"1302",0.2,1,12,TRUE,FALSE,0.232728643519721
"1303",0.2,1,13,TRUE,FALSE,0.260003546843585
"1304",0.2,1,14,TRUE,FALSE,0.219089427573847
"1305",0.2,1,15,TRUE,TRUE,0.24366993605242
"1306",0.2,1,16,TRUE,TRUE,0.245411686576369
"1307",0.2,1,17,TRUE,TRUE,0.275562160729281
"1308",0.2,1,18,TRUE,TRUE,0.283198102506962
"1309",0.2,1,19,TRUE,FALSE,0.302743472759682
"1310",0.2,1,20,TRUE,TRUE,0.221985137609675
"1311",0.2,1,21,TRUE,TRUE,0.300045237283926
"1312",0.2,1,22,TRUE,TRUE,0.25673503274015
"1313",0.2,1,23,TRUE,TRUE,0.262056339280714
"1314",0.2,1,24,TRUE,FALSE,0.267331038839319
"1315",0.2,1,25,TRUE,TRUE,0.303839943570679
"1316",0.2,1,26,TRUE,TRUE,0.263019713124501
"1317",0.2,1,27,TRUE,FALSE,0.236247666414576
"1318",0.2,1,28,TRUE,TRUE,0.227635387299476
"1319",0.2,1,29,TRUE,TRUE,0.249770015721058
"1320",0.2,1,30,TRUE,FALSE,0.249011751089455
"1321",0.2,2,1,TRUE,TRUE,0.274025063472569
"1322",0.2,2,2,TRUE,TRUE,0.304843144656096
"1323",0.2,2,3,TRUE,TRUE,0.29797174741753
"1324",0.2,2,4,TRUE,TRUE,0.282388815929234
"1325",0.2,2,5,TRUE,TRUE,0.25878756702358
"1326",0.2,2,6,TRUE,TRUE,0.265433767388262
"1327",0.2,2,7,TRUE,TRUE,0.229147414728976
"1328",0.2,2,8,TRUE,TRUE,0.26805437430388
"1329",0.2,2,9,TRUE,TRUE,0.336996255557098
"1330",0.2,2,10,TRUE,TRUE,0.283043322267822
"1331",0.2,2,11,TRUE,TRUE,0.261407251069486
"1332",0.2,2,12,TRUE,TRUE,0.26334849991192
"1333",0.2,2,13,TRUE,TRUE,0.251328870689358
"1334",0.2,2,14,TRUE,TRUE,0.293779068612753
"1335",0.2,2,15,TRUE,TRUE,0.282528700032
"1336",0.2,2,16,TRUE,TRUE,0.234561073623725
"1337",0.2,2,17,TRUE,TRUE,0.272250536514121
"1338",0.2,2,18,TRUE,TRUE,0.308208129736588
"1339",0.2,2,19,TRUE,TRUE,0.280546436515287
"1340",0.2,2,20,TRUE,TRUE,0.290135100131824
"1341",0.2,2,21,TRUE,TRUE,0.273976284051469
"1342",0.2,2,22,TRUE,TRUE,0.264385190478937
"1343",0.2,2,23,TRUE,TRUE,0.251530903055765
"1344",0.2,2,24,TRUE,TRUE,0.255555920146531
"1345",0.2,2,25,TRUE,TRUE,0.295995083580895
"1346",0.2,2,26,TRUE,TRUE,0.244832093431019
"1347",0.2,2,27,TRUE,TRUE,0.281387585970762
"1348",0.2,2,28,TRUE,TRUE,0.310096816910243
"1349",0.2,2,29,TRUE,TRUE,0.258687455301181
"1350",0.2,2,30,TRUE,TRUE,0.322280609005702
"1351",0.2,3,1,TRUE,TRUE,0.270698181621
"1352",0.2,3,2,TRUE,TRUE,0.267555365677686
"1353",0.2,3,3,TRUE,TRUE,0.320377510710789
"1354",0.2,3,4,TRUE,TRUE,0.310607988094448
"1355",0.2,3,5,TRUE,TRUE,0.340522513172978
"1356",0.2,3,6,TRUE,TRUE,0.299117913646056
"1357",0.2,3,7,TRUE,TRUE,0.300991535769504
"1358",0.2,3,8,TRUE,TRUE,0.295966117833525
"1359",0.2,3,9,TRUE,TRUE,0.301353582095632
"1360",0.2,3,10,TRUE,TRUE,0.286355184077956
"1361",0.2,3,11,TRUE,TRUE,0.275944740163833
"1362",0.2,3,12,TRUE,TRUE,0.304672914000386
"1363",0.2,3,13,TRUE,TRUE,0.275787287132421
"1364",0.2,3,14,TRUE,TRUE,0.274253912834065
"1365",0.2,3,15,TRUE,TRUE,0.275925731515121
"1366",0.2,3,16,TRUE,TRUE,0.293863086724942
"1367",0.2,3,17,TRUE,TRUE,0.279780758093117
"1368",0.2,3,18,TRUE,TRUE,0.311847594702583
"1369",0.2,3,19,TRUE,TRUE,0.357685160405391
"1370",0.2,3,20,TRUE,TRUE,0.300110177049284
"1371",0.2,3,21,TRUE,TRUE,0.245981179917901
"1372",0.2,3,22,TRUE,TRUE,0.261782694562938
"1373",0.2,3,23,TRUE,TRUE,0.272294208090704
"1374",0.2,3,24,TRUE,TRUE,0.272307869943284
"1375",0.2,3,25,TRUE,TRUE,0.280697262472189
"1376",0.2,3,26,TRUE,TRUE,0.275518695001404
"1377",0.2,3,27,TRUE,TRUE,0.28156824708159
"1378",0.2,3,28,TRUE,TRUE,0.246417541753155
"1379",0.2,3,29,TRUE,TRUE,0.262128497273302
"1380",0.2,3,30,TRUE,TRUE,0.351330136313129
"1381",0.2,4,1,TRUE,TRUE,0.319880655922917
"1382",0.2,4,2,TRUE,TRUE,0.355221263450644
"1383",0.2,4,3,TRUE,TRUE,0.330306104049475
"1384",0.2,4,4,TRUE,TRUE,0.30708126070288
"1385",0.2,4,5,TRUE,TRUE,0.331436616677222
"1386",0.2,4,6,TRUE,TRUE,0.318359415066745
"1387",0.2,4,7,TRUE,TRUE,0.341381428209228
"1388",0.2,4,8,TRUE,TRUE,0.339708739307879
"1389",0.2,4,9,TRUE,TRUE,0.282676482919018
"1390",0.2,4,10,TRUE,TRUE,0.345571095807899
"1391",0.2,4,11,TRUE,TRUE,0.244667888504943
"1392",0.2,4,12,TRUE,TRUE,0.336998624624698
"1393",0.2,4,13,TRUE,TRUE,0.310189364849673
"1394",0.2,4,14,TRUE,TRUE,0.336515162990543
"1395",0.2,4,15,TRUE,TRUE,0.302491283212148
"1396",0.2,4,16,TRUE,TRUE,0.318206204100403
"1397",0.2,4,17,TRUE,TRUE,0.349456336364319
"1398",0.2,4,18,TRUE,TRUE,0.311758800168146
"1399",0.2,4,19,TRUE,TRUE,0.318932152622989
"1400",0.2,4,20,TRUE,TRUE,0.32194886054878
"1401",0.2,4,21,TRUE,TRUE,0.309063551827766
"1402",0.2,4,22,TRUE,TRUE,0.320380129408241
"1403",0.2,4,23,TRUE,TRUE,0.327880918444082
"1404",0.2,4,24,TRUE,TRUE,0.332763002530352
"1405",0.2,4,25,TRUE,TRUE,0.314046637430893
"1406",0.2,4,26,TRUE,TRUE,0.291078116304161
"1407",0.2,4,27,TRUE,TRUE,0.281092432452296
"1408",0.2,4,28,TRUE,TRUE,0.321043120796327
"1409",0.2,4,29,TRUE,TRUE,0.288678118628931
"1410",0.2,4,30,TRUE,TRUE,0.280704886625783
"1411",0.2,5,1,TRUE,TRUE,0.333373984925209
"1412",0.2,5,2,TRUE,TRUE,0.288710827487215
"1413",0.2,5,3,TRUE,TRUE,0.340976989611348
"1414",0.2,5,4,TRUE,TRUE,0.290168016092223
"1415",0.2,5,5,TRUE,TRUE,0.291204128806664
"1416",0.2,5,6,TRUE,TRUE,0.26806852210397
"1417",0.2,5,7,TRUE,TRUE,0.301190327715387
"1418",0.2,5,8,TRUE,TRUE,0.250922611317378
"1419",0.2,5,9,TRUE,TRUE,0.32841431738619
"1420",0.2,5,10,TRUE,TRUE,0.27004068353328
"1421",0.2,5,11,TRUE,TRUE,0.2920453736477
"1422",0.2,5,12,TRUE,TRUE,0.282559725073045
"1423",0.2,5,13,TRUE,TRUE,0.299115767188074
"1424",0.2,5,14,TRUE,TRUE,0.326079539116107
"1425",0.2,5,15,TRUE,TRUE,0.299781572003815
"1426",0.2,5,16,TRUE,TRUE,0.322718951305407
"1427",0.2,5,17,TRUE,TRUE,0.359571945797539
"1428",0.2,5,18,TRUE,TRUE,0.35466881206094
"1429",0.2,5,19,TRUE,TRUE,0.287304201067118
"1430",0.2,5,20,TRUE,TRUE,0.249374126147182
"1431",0.2,5,21,TRUE,TRUE,0.299260916402919
"1432",0.2,5,22,TRUE,TRUE,0.295183304969657
"1433",0.2,5,23,TRUE,TRUE,0.29413958499482
"1434",0.2,5,24,TRUE,TRUE,0.304718773834494
"1435",0.2,5,25,TRUE,TRUE,0.321091118036285
"1436",0.2,5,26,TRUE,TRUE,0.368609556900712
"1437",0.2,5,27,TRUE,TRUE,0.290851115157425
"1438",0.2,5,28,TRUE,TRUE,0.379762086147103
"1439",0.2,5,29,TRUE,TRUE,0.278299755371353
"1440",0.2,5,30,TRUE,TRUE,0.300268760083428
"1441",0.2,6,1,TRUE,TRUE,0.275673488213194
"1442",0.2,6,2,TRUE,TRUE,0.258410515980739
"1443",0.2,6,3,TRUE,TRUE,0.269178351788922
"1444",0.2,6,4,TRUE,TRUE,0.291944062580478
"1445",0.2,6,5,TRUE,TRUE,0.306658466429855
"1446",0.2,6,6,TRUE,TRUE,0.350666334462859
"1447",0.2,6,7,TRUE,TRUE,0.308164089721443
"1448",0.2,6,8,TRUE,TRUE,0.348512457051586
"1449",0.2,6,9,TRUE,TRUE,0.327229658220283
"1450",0.2,6,10,TRUE,TRUE,0.309614878575377
"1451",0.2,6,11,TRUE,TRUE,0.364430807529289
"1452",0.2,6,12,TRUE,TRUE,0.333489038306648
"1453",0.2,6,13,TRUE,TRUE,0.335882357624909
"1454",0.2,6,14,TRUE,TRUE,0.281003356150906
"1455",0.2,6,15,TRUE,TRUE,0.321862395829963
"1456",0.2,6,16,TRUE,TRUE,0.389757867746915
"1457",0.2,6,17,TRUE,TRUE,0.515615931989385
"1458",0.2,6,18,TRUE,TRUE,0.327168874700519
"1459",0.2,6,19,TRUE,TRUE,0.353048979778725
"1460",0.2,6,20,TRUE,TRUE,0.256801025524781
"1461",0.2,6,21,TRUE,TRUE,0.322232527233386
"1462",0.2,6,22,TRUE,TRUE,0.307483487914229
"1463",0.2,6,23,TRUE,TRUE,0.260948738363832
"1464",0.2,6,24,TRUE,TRUE,0.362942712525568
"1465",0.2,6,25,TRUE,TRUE,0.366165197419648
"1466",0.2,6,26,TRUE,TRUE,0.26796318473264
"1467",0.2,6,27,TRUE,TRUE,0.27166400857582
"1468",0.2,6,28,TRUE,TRUE,0.317127393206596
"1469",0.2,6,29,TRUE,TRUE,0.317546479229358
"1470",0.2,6,30,TRUE,TRUE,0.260596830064012
"1471",0.2,7,1,TRUE,TRUE,0.329568161412772
"1472",0.2,7,2,TRUE,TRUE,0.303071383424499
"1473",0.2,7,3,TRUE,TRUE,0.369243507632053
"1474",0.2,7,4,TRUE,TRUE,0.316918054018349
"1475",0.2,7,5,TRUE,TRUE,0.287832737420795
"1476",0.2,7,6,TRUE,TRUE,0.368283375028396
"1477",0.2,7,7,TRUE,TRUE,0.344690686687007
"1478",0.2,7,8,TRUE,TRUE,0.30765472832942
"1479",0.2,7,9,TRUE,TRUE,0.334343786473787
"1480",0.2,7,10,TRUE,TRUE,0.294787065443952
"1481",0.2,7,11,TRUE,TRUE,0.30567672102445
"1482",0.2,7,12,TRUE,TRUE,0.269411327566918
"1483",0.2,7,13,TRUE,TRUE,0.280625058559017
"1484",0.2,7,14,TRUE,TRUE,0.338690132221507
"1485",0.2,7,15,TRUE,TRUE,0.346465331285129
"1486",0.2,7,16,TRUE,TRUE,0.296953812052376
"1487",0.2,7,17,TRUE,TRUE,0.325644550685451
"1488",0.2,7,18,TRUE,TRUE,0.292723952057739
"1489",0.2,7,19,TRUE,TRUE,0.30165771262499
"1490",0.2,7,20,TRUE,TRUE,0.322299274426752
"1491",0.2,7,21,TRUE,TRUE,0.296801040269875
"1492",0.2,7,22,TRUE,TRUE,0.388334064344992
"1493",0.2,7,23,TRUE,TRUE,0.363885334398794
"1494",0.2,7,24,TRUE,TRUE,0.28323158844335
"1495",0.2,7,25,TRUE,TRUE,0.270225031789077
"1496",0.2,7,26,TRUE,TRUE,0.358931155872132
"1497",0.2,7,27,TRUE,TRUE,0.301135164863426
"1498",0.2,7,28,TRUE,TRUE,0.276803030383298
"1499",0.2,7,29,TRUE,TRUE,0.298462673423291
"1500",0.2,7,30,TRUE,TRUE,0.255318260342017
"1501",0.2,8,1,TRUE,TRUE,0.307926504087427
"1502",0.2,8,2,TRUE,TRUE,0.389035542310847
"1503",0.2,8,3,TRUE,TRUE,0.400020492902266
"1504",0.2,8,4,TRUE,TRUE,0.333733104419126
"1505",0.2,8,5,TRUE,TRUE,0.321243440783967
"1506",0.2,8,6,TRUE,TRUE,0.296397178525198
"1507",0.2,8,7,TRUE,TRUE,0.45914863985652
"1508",0.2,8,8,TRUE,TRUE,0.465808287181198
"1509",0.2,8,9,TRUE,TRUE,0.308164863365715
"1510",0.2,8,10,TRUE,TRUE,0.393334907973154
"1511",0.2,8,11,TRUE,TRUE,0.332135200227292
"1512",0.2,8,12,TRUE,TRUE,0.393360126557437
"1513",0.2,8,13,TRUE,TRUE,0.301349003734238
"1514",0.2,8,14,TRUE,TRUE,0.324085076527099
"1515",0.2,8,15,TRUE,TRUE,0.300991948781274
"1516",0.2,8,16,TRUE,TRUE,0.320459609251155
"1517",0.2,8,17,TRUE,TRUE,0.288573444020574
"1518",0.2,8,18,TRUE,TRUE,0.321124874726255
"1519",0.2,8,19,TRUE,TRUE,0.32354156717476
"1520",0.2,8,20,TRUE,TRUE,0.335383101083714
"1521",0.2,8,21,TRUE,TRUE,0.332192065924455
"1522",0.2,8,22,TRUE,TRUE,0.37883072100966
"1523",0.2,8,23,TRUE,TRUE,0.363887231514349
"1524",0.2,8,24,TRUE,TRUE,0.342121222410118
"1525",0.2,8,25,TRUE,TRUE,0.314725276367627
"1526",0.2,8,26,TRUE,TRUE,0.314396505551499
"1527",0.2,8,27,TRUE,TRUE,0.275390630220678
"1528",0.2,8,28,TRUE,TRUE,0.261137933381908
"1529",0.2,8,29,TRUE,TRUE,0.315651015422864
"1530",0.2,8,30,TRUE,TRUE,0.333168159920571
"1531",0.2,9,1,TRUE,TRUE,0.278705142928361
"1532",0.2,9,2,TRUE,TRUE,0.366328828784426
"1533",0.2,9,3,TRUE,TRUE,0.31804703927978
"1534",0.2,9,4,TRUE,TRUE,0.365340130209379
"1535",0.2,9,5,TRUE,TRUE,0.307595059239854
"1536",0.2,9,6,TRUE,TRUE,0.356496190449603
"1537",0.2,9,7,FALSE,TRUE,0.58315167487005
"1538",0.2,9,8,TRUE,TRUE,0.311484733570111
"1539",0.2,9,9,TRUE,TRUE,0.402639591723856
"1540",0.2,9,10,TRUE,TRUE,0.368327183607772
"1541",0.2,9,11,TRUE,TRUE,0.381134552770638
"1542",0.2,9,12,TRUE,TRUE,0.444190366228253
"1543",0.2,9,13,TRUE,TRUE,0.316515221821793
"1544",0.2,9,14,TRUE,TRUE,0.339912433070318
"1545",0.2,9,15,TRUE,TRUE,0.384028391443237
"1546",0.2,9,16,TRUE,TRUE,0.299246082949316
"1547",0.2,9,17,TRUE,TRUE,0.29240990747441
"1548",0.2,9,18,TRUE,TRUE,0.328576941668373
"1549",0.2,9,19,TRUE,TRUE,0.328910264135228
"1550",0.2,9,20,TRUE,TRUE,0.308841790629567
"1551",0.2,9,21,TRUE,TRUE,0.325094581890013
"1552",0.2,9,22,TRUE,TRUE,0.325365042502412
"1553",0.2,9,23,TRUE,TRUE,0.299975033770906
"1554",0.2,9,24,TRUE,TRUE,0.345577536815221
"1555",0.2,9,25,FALSE,TRUE,0.397843462050877
"1556",0.2,9,26,TRUE,TRUE,0.311157518986215
"1557",0.2,9,27,TRUE,TRUE,0.341069714696076
"1558",0.2,9,28,TRUE,TRUE,0.436606493774374
"1559",0.2,9,29,FALSE,TRUE,0.322479785347442
"1560",0.2,9,30,FALSE,TRUE,0.326784835783942
"1561",0.2,10,1,TRUE,TRUE,0.348134576244713
"1562",0.2,10,2,TRUE,TRUE,0.29713640035132
"1563",0.2,10,3,TRUE,TRUE,0.334644623055339
"1564",0.2,10,4,TRUE,TRUE,0.328701925507275
"1565",0.2,10,5,TRUE,TRUE,0.328793111544662
"1566",0.2,10,6,TRUE,TRUE,0.329581498091742
"1567",0.2,10,7,TRUE,TRUE,0.34794813553848
"1568",0.2,10,8,TRUE,TRUE,0.42261844342471
"1569",0.2,10,9,TRUE,TRUE,0.324202644157637
"1570",0.2,10,10,TRUE,TRUE,0.26275782328901
"1571",0.2,10,11,TRUE,TRUE,0.318465004059798
"1572",0.2,10,12,TRUE,TRUE,0.33682284969749
"1573",0.2,10,13,TRUE,TRUE,0.347203802822175
"1574",0.2,10,14,FALSE,TRUE,0.427554574412804
"1575",0.2,10,15,TRUE,TRUE,0.352169332885732
"1576",0.2,10,16,TRUE,TRUE,0.365731434823698
"1577",0.2,10,17,TRUE,TRUE,0.347887628816293
"1578",0.2,10,18,TRUE,TRUE,0.314288622020202
"1579",0.2,10,19,TRUE,TRUE,0.358661842189694
"1580",0.2,10,20,TRUE,TRUE,0.314399964607379
"1581",0.2,10,21,TRUE,TRUE,0.39140524654185
"1582",0.2,10,22,TRUE,TRUE,0.392299733408698
"1583",0.2,10,23,TRUE,TRUE,0.333520754836323
"1584",0.2,10,24,TRUE,TRUE,0.346657669681826
"1585",0.2,10,25,TRUE,TRUE,0.312958005221542
"1586",0.2,10,26,TRUE,TRUE,0.401930656747723
"1587",0.2,10,27,TRUE,TRUE,0.350511586683127
"1588",0.2,10,28,TRUE,TRUE,0.355624824174647
"1589",0.2,10,29,TRUE,TRUE,0.304283399951451
"1590",0.2,10,30,TRUE,TRUE,0.414915302992853
"1591",0.2,11,1,TRUE,TRUE,0.341096703814272
"1592",0.2,11,2,TRUE,TRUE,0.410967496248335
"1593",0.2,11,3,TRUE,TRUE,0.30790664733737
"1594",0.2,11,4,FALSE,TRUE,0.376894679173931
"1595",0.2,11,5,TRUE,TRUE,0.330354821957645
"1596",0.2,11,6,TRUE,TRUE,0.323526885601455
"1597",0.2,11,7,TRUE,TRUE,0.345279981969153
"1598",0.2,11,8,TRUE,TRUE,0.356426657337724
"1599",0.2,11,9,TRUE,TRUE,0.281221344921643
"1600",0.2,11,10,TRUE,TRUE,0.312865298636478
"1601",0.2,11,11,TRUE,TRUE,0.350388157620728
"1602",0.2,11,12,TRUE,TRUE,0.318693544388344
"1603",0.2,11,13,FALSE,TRUE,0.439764644425995
"1604",0.2,11,14,TRUE,TRUE,0.345401280029272
"1605",0.2,11,15,TRUE,TRUE,0.336269114561957
"1606",0.2,11,16,TRUE,TRUE,0.350430287898333
"1607",0.2,11,17,TRUE,TRUE,0.308866139782517
"1608",0.2,11,18,TRUE,TRUE,0.30297929364388
"1609",0.2,11,19,TRUE,TRUE,0.308917233296949
"1610",0.2,11,20,FALSE,TRUE,0.361522061874135
"1611",0.2,11,21,TRUE,TRUE,0.345265972292262
"1612",0.2,11,22,TRUE,TRUE,0.395073092530174
"1613",0.2,11,23,FALSE,TRUE,0.307110728510565
"1614",0.2,11,24,TRUE,TRUE,0.437522802664014
"1615",0.2,11,25,TRUE,TRUE,0.331208883175668
"1616",0.2,11,26,FALSE,TRUE,0.381434820109075
"1617",0.2,11,27,TRUE,TRUE,0.34635758440304
"1618",0.2,11,28,TRUE,TRUE,0.298126647860299
"1619",0.2,11,29,TRUE,TRUE,0.375314176474069
"1620",0.2,11,30,TRUE,TRUE,0.407990542098695
"1621",0.2,12,1,TRUE,TRUE,0.35972046406052
"1622",0.2,12,2,TRUE,TRUE,0.407969606411465
"1623",0.2,12,3,TRUE,TRUE,0.361852190928167
"1624",0.2,12,4,TRUE,TRUE,0.301779023771454
"1625",0.2,12,5,FALSE,TRUE,0.36357275688285
"1626",0.2,12,6,FALSE,TRUE,0.410651760756804
"1627",0.2,12,7,TRUE,TRUE,0.367877920097685
"1628",0.2,12,8,TRUE,TRUE,0.276443525999354
"1629",0.2,12,9,TRUE,TRUE,0.329622596038126
"1630",0.2,12,10,TRUE,TRUE,0.330088976359602
"1631",0.2,12,11,TRUE,TRUE,0.450792609118814
"1632",0.2,12,12,TRUE,TRUE,0.33056607302276
"1633",0.2,12,13,TRUE,TRUE,0.350761042588283
"1634",0.2,12,14,TRUE,TRUE,0.3173844082277
"1635",0.2,12,15,FALSE,TRUE,0.436033375544668
"1636",0.2,12,16,TRUE,TRUE,0.274454288790877
"1637",0.2,12,17,TRUE,TRUE,0.350331228833188
"1638",0.2,12,18,TRUE,TRUE,0.37482767415456
"1639",0.2,12,19,TRUE,TRUE,0.341339303666756
"1640",0.2,12,20,TRUE,TRUE,0.32497051679015
"1641",0.2,12,21,TRUE,TRUE,0.444897359693357
"1642",0.2,12,22,TRUE,TRUE,0.299075386909561
"1643",0.2,12,23,FALSE,TRUE,0.362634295051175
"1644",0.2,12,24,FALSE,TRUE,0.362178361650162
"1645",0.2,12,25,TRUE,TRUE,0.452872901754411
"1646",0.2,12,26,TRUE,TRUE,0.353750949692768
"1647",0.2,12,27,FALSE,TRUE,0.422390840330176
"1648",0.2,12,28,TRUE,TRUE,0.37710545852565
"1649",0.2,12,29,TRUE,TRUE,0.403028924977147
"1650",0.2,12,30,FALSE,TRUE,0.359382960547624
"1651",0.2,13,1,TRUE,TRUE,0.383827622915642
"1652",0.2,13,2,TRUE,TRUE,0.354938007970585
"1653",0.2,13,3,TRUE,TRUE,0.265582057650849
"1654",0.2,13,4,FALSE,TRUE,0.35010580996005
"1655",0.2,13,5,TRUE,TRUE,0.350108269356001
"1656",0.2,13,6,TRUE,TRUE,0.428051953469184
"1657",0.2,13,7,TRUE,TRUE,0.330424882237311
"1658",0.2,13,8,TRUE,TRUE,0.363796680067941
"1659",0.2,13,9,TRUE,TRUE,0.412901728916658
"1660",0.2,13,10,FALSE,TRUE,0.350942524100277
"1661",0.2,13,11,TRUE,TRUE,0.357414982959221
