"","sIntProp","nInt","rep","stability","oscilations","resilience"
"405",0,13,15,TRUE,TRUE,0.280060244331085
"406",0,13,16,TRUE,TRUE,0.27699034156914
"407",0,13,17,TRUE,TRUE,0.299562117142329
"408",0,13,18,TRUE,TRUE,0.282593635303025
"409",0,13,19,TRUE,TRUE,0.253124766336956
"410",0,13,20,TRUE,TRUE,0.26289144531174
"411",0,13,21,TRUE,TRUE,0.247536463642909
"412",0,13,22,TRUE,TRUE,0.263392405573338
"413",0,13,23,TRUE,TRUE,0.257537186293349
"414",0,13,24,TRUE,TRUE,0.308177436833682
"415",0,13,25,TRUE,TRUE,0.26441180315325
"416",0,13,26,TRUE,TRUE,0.27087241783847
"417",0,13,27,TRUE,TRUE,0.28345601068128
"418",0,13,28,TRUE,TRUE,0.272711632606732
"419",0,13,29,TRUE,TRUE,0.264547528369451
"420",0,13,30,TRUE,TRUE,0.28296806097058
"421",0,14,1,TRUE,TRUE,0.284461875952465
"422",0,14,2,TRUE,TRUE,0.275677778875278
"423",0,14,3,TRUE,TRUE,0.260493961602232
"424",0,14,4,TRUE,TRUE,0.291993668850665
"425",0,14,5,TRUE,TRUE,0.260503889814427
"426",0,14,6,TRUE,TRUE,0.29625840505449
"427",0,14,7,TRUE,TRUE,0.339159492826223
"428",0,14,8,TRUE,TRUE,0.289178425026209
"429",0,14,9,TRUE,TRUE,0.254665436725201
"430",0,14,10,TRUE,TRUE,0.306035509822604
"431",0,14,11,TRUE,TRUE,0.273872573553521
"432",0,14,12,TRUE,TRUE,0.278370607720368
"433",0,14,13,TRUE,TRUE,0.302996566788666
"434",0,14,14,TRUE,TRUE,0.283162944309606
"435",0,14,15,TRUE,TRUE,0.251003368465986
"436",0,14,16,TRUE,TRUE,0.305295408942884
"437",0,14,17,TRUE,TRUE,0.295489845830438
"438",0,14,18,TRUE,TRUE,0.327369337915571
"439",0,14,19,TRUE,TRUE,0.275509715220015
"440",0,14,20,TRUE,TRUE,0.279756394283232
"441",0,14,21,TRUE,TRUE,0.263512580412407
"442",0,14,22,TRUE,TRUE,0.279919691449463
"443",0,14,23,TRUE,TRUE,0.29408128040581
"444",0,14,24,TRUE,TRUE,0.289879175913348
"445",0,14,25,TRUE,TRUE,0.302632218478763
"446",0,14,26,TRUE,TRUE,0.244201591163939
"447",0,14,27,TRUE,TRUE,0.278896701718389
"448",0,14,28,TRUE,TRUE,0.317898852675993
"449",0,14,29,TRUE,TRUE,0.31450887870658
"450",0,14,30,TRUE,TRUE,0.270033466631709
"451",0,15,1,TRUE,TRUE,0.288925851516313
"452",0,15,2,TRUE,TRUE,0.260629767996266
"453",0,15,3,TRUE,TRUE,0.326966453075538
"454",0,15,4,TRUE,TRUE,0.272416050878879
"455",0,15,5,TRUE,TRUE,0.275388579995198
"456",0,15,6,TRUE,TRUE,0.256051874095784
"457",0,15,7,TRUE,TRUE,0.260665498232641
"458",0,15,8,TRUE,TRUE,0.284740078573776
"459",0,15,9,TRUE,TRUE,0.250739069650095
"460",0,15,10,TRUE,TRUE,0.255020093750659
"461",0,15,11,TRUE,TRUE,0.26062536735335
"462",0,15,12,TRUE,TRUE,0.282865518465266
"463",0,15,13,TRUE,TRUE,0.262884631127162
"464",0,15,14,TRUE,TRUE,0.270929694235325
"465",0,15,15,TRUE,TRUE,0.257891718308999
"466",0,15,16,TRUE,TRUE,0.245419539601543
"467",0,15,17,TRUE,TRUE,0.274940173107902
"468",0,15,18,TRUE,TRUE,0.302458431664165
"469",0,15,19,TRUE,TRUE,0.268812128914698
"470",0,15,20,TRUE,TRUE,0.269386826989822
"471",0,15,21,TRUE,TRUE,0.271084282703017
"472",0,15,22,TRUE,TRUE,0.307282596131924
"473",0,15,23,TRUE,TRUE,0.28761945317432
"474",0,15,24,TRUE,TRUE,0.328063222086678
"475",0,15,25,TRUE,TRUE,0.271577731836259
"476",0,15,26,TRUE,TRUE,0.305543911370111
"477",0,15,27,TRUE,TRUE,0.254752076164075
"478",0,15,28,TRUE,TRUE,0.298161559814427
"479",0,15,29,TRUE,TRUE,0.251353006420086
"480",0,15,30,TRUE,TRUE,0.271657766159611
"481",0,16,1,TRUE,TRUE,0.278772266194783
"482",0,16,2,TRUE,TRUE,0.292623288678621
"483",0,16,3,TRUE,TRUE,0.285835482165164
"484",0,16,4,TRUE,TRUE,0.258550451020994
"485",0,16,5,TRUE,TRUE,0.289853423401821
"486",0,16,6,TRUE,TRUE,0.298337917504456
"487",0,16,7,TRUE,TRUE,0.255106112899845
"488",0,16,8,TRUE,TRUE,0.286641324834099
"489",0,16,9,TRUE,TRUE,0.257361762081787
"490",0,16,10,TRUE,TRUE,0.258324289712818
"491",0,16,11,TRUE,TRUE,0.303281914149206
"492",0,16,12,TRUE,TRUE,0.292908952250852
"493",0,16,13,TRUE,TRUE,0.319205919636148
"494",0,16,14,TRUE,TRUE,0.273804327120373
"495",0,16,15,TRUE,TRUE,0.257999517320999
"496",0,16,16,TRUE,TRUE,0.31069117606812
"497",0,16,17,TRUE,TRUE,0.299415132390252
"498",0,16,18,TRUE,TRUE,0.289515198659659
"499",0,16,19,TRUE,TRUE,0.297529486344981
"500",0,16,20,TRUE,TRUE,0.273062725067461
"501",0,16,21,TRUE,TRUE,0.274482053389885
"502",0,16,22,TRUE,TRUE,0.254083391588221
"503",0,16,23,TRUE,TRUE,0.253296633232028
"504",0,16,24,TRUE,TRUE,0.293102940858357
"505",0,16,25,TRUE,TRUE,0.278487242516049
"506",0,16,26,TRUE,TRUE,0.287879869114575
"507",0,16,27,TRUE,TRUE,0.33530757892381
"508",0,16,28,TRUE,TRUE,0.281236198265941
"509",0,16,29,TRUE,TRUE,0.298343961965002
"510",0,16,30,TRUE,TRUE,0.265704102912896
"511",0,17,1,TRUE,TRUE,0.31874072885554
"512",0,17,2,TRUE,TRUE,0.27849754243668
"513",0,17,3,TRUE,TRUE,0.327908628692749
"514",0,17,4,TRUE,TRUE,0.277034102549149
"515",0,17,5,TRUE,TRUE,0.255093359791663
