"","time","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
"11",10,0.977173081306773,0.89172670686362,0.920973047645988,0.897718492592598,0.803840098144392,0.815150281960046,0.623187462620269,0.977281965926176,0.914799839852104,0.905969903848936,0.722008514025128,0.850441313822139,0.760013173610455,1.01703390791594,0.763687584976377,1.00536374807222,0.950113926068881,0.8820192127472,0.862310905032735,0.953876510005122
"12",11,1.01873814163865,0.920590311481141,0.955813700235141,0.926861015774499,0.830907432941071,0.839786369707386,0.628682548935629,1.01849095610989,0.947341483778365,0.940150255006253,0.737723860425372,0.877289576971586,0.778222202635916,1.05644546149039,0.784319946391816,1.04661952260869,0.99080025934933,0.915725012121554,0.891914090469848,0.99028357007886
"13",12,1.05540860989358,0.945207812362729,0.986343320672139,0.951775706170025,0.85489107283196,0.861052960716661,0.632351598459186,1.05476305525904,0.975526609074471,0.970072162257474,0.750785646388422,0.900357702380295,0.793557273110351,1.09031643032398,0.802092339823238,1.08264677501537,1.02702152292001,0.945502008250289,0.91779570360389,1.02200530191354
"14",13,1.08736867439409,0.965978835194661,1.01281406637252,0.972871048071412,0.875954600793201,0.879247035647132,0.634560058058633,1.08630038993564,0.999688542035933,0.995969723847332,0.761521323889601,0.9199776666078,0.806366386472949,1.1190937026214,0.817272625377566,1.11375851627613,1.05889125464776,0.971512666622293,0.940221525099366,1.04935704929246
"15",14,1.11492803056505,0.983342694769521,1.0355552998966,0.990587741987813,0.894310187057064,0.894694182891785,0.635629012450912,1.11342875480093,1.02022037394102,1.01816284515947,0.770255360894533,0.936519358436222,0.816992161645429,1.14330858731228,0.830143921502891,1.14037157900458,1.08664211651005,0.994007093149096,0.959505738354179,1.07273079636994
"16",15,1.13847493621244,0.997743607587191,1.05493796844999,1.00536596086089,0.910198184626376,0.907725112938218,0.63583193831196,1.13654966950286,1.03753837966479,1.03701942484237,0.777293937396886,0.950361530694254,0.825756532526776,1.16352161988764,0.840988177915717,1.16295604164117,1.11058729753044,1.01329060924431,0.975983076157967,1.09255436687512
"17",16,1.15843603147562,1.00960652802854,1.07134616729963,1.01762338263754,0.923870371005607,0.918658935911398,0.635395828161877,1.15609984088628,1.0520549068676,1.05292447789409,0.782915651798823,0.961870940112434,0.832951813378161,1.18028289303656,0.850074619792674,1.1819958245871,1.13108598459207,1.02969582524398,0.989987867571269,1.10926034995366
"18",17,1.17524509368563,1.01932221991723,1.08515621763772,1.02774212646742,0.935577133940968,0.927792411770937,0.634504901250262,1.17252004014971,1.06416011526796,1.06625717433528,0.787366979401514,0.971388841945267,0.838836564688541,1.19410660427085,0.857652337161548,1.19796077247669,1.14851514145928,1.04356060023819,1.00183957826563,1.12326443807786
"19",18,1.18932116888005,1.02723991350585,1.09672290857384,1.03606277258672,0.945558538708767,0.935394217927834,0.633305735887154,1.18623364837231,1.07421140512667,1.07737561280706,0.790861349130446,0.979223722068283,0.843635052430562,1.20545746533586,0.86394639665926,1.21128924042768,1.16324850719276,1.05521227042996,1.01183406624729,1.13495218630991
"20",19,1.20105419544114,1.03366477805317,1.10637106135887,1.04288272612949,0.954038407749802,0.941702510749906,0.631912748072573,1.19763279333071,1.08252805868052,1.08660744452172,0.793580311650628,0.985648151209834,0.847538719694343,1.21474476302842,0.869156292340539,1.22237813361277,1.17564179260104,1.0649570022821,1.02023879061716,1.14467165033664
"21",20,1.21079683478268,1.03885866505141,1.11439129481085,1.04845742648901,0.961220886894568,0.946924818790378,0.63041348522103,1.20707069296256,1.08938967309896,1.09424516240543,0.795675976218171,0.990898563182689,0.85070883700233,1.2223216786094,0.873456078992222,1.23157856116841,1.18602330540896,1.07307349391322,1.02729096283621,1.1527304107802
"22",21,1.21886141435589,1.04304334780976,1.12103920957297,1.05300376187232,0.967289100735326,0.951239760415626,0.628873624416437,1.21485908809896,1.09503760318707,1.10054515087344,0.797274347088214,0.995177304273714,0.853279980438116,1.22848875017371,0.876995797507094,1.23919603298784,1.19468918841902,1.0798102875107,1.03319808880899,1.15939613762137
"23",22,1.2255200221122,1.04640468878729,1.12653655536082,1.05670419311968,0.97240513850701,0.954799552510227,0.627341306381721,1.22126873089043,1.09967781395344,1.10572891804283,0.79847879736855,0.998655675308916,0.855363591178257,1.23349889331475,0.879903522096237,1.24549294330885,1.20190180055897,1.08538545365526,1.03813970589238,1.16489893678586
"24",23,1.23100657095064,1.04909706969023,1.13107356471551,1.05971101221388,0.976710905710161,0.957732842594941,0.625850789216417,1.22653174721906,1.10348439875204,1.109985605794,0.799373395752939,1.00147737405882,0.857051347814398,1.23756296701847,0.882287671477736,1.25069227001454,1.20789022859831,1.08998781375612,1.04226975101715,1.16943462967913
"25",24,1.2355200593943,1.05124783436786,1.1348119752434,1.06215058553913,0.980329544594449,0.960147664575352,0.624425517095168,1.23084512346746,1.10660343059353,1.11347521749646,0.800026010553249,1.00376207875658,0.858418294981528,1.24085557369268,0.88423940370829,1.25498197892995,1.21285220063009,1.09377912309617,1.04571929892254,1.17316856474469
"26",25,1.23922839709421,1.05296143060374,1.13788831840825,1.06412726695499,0.983367159612237,0.962134280593147,0.623080613003651,1.23437468701818,1.10915675366277,1.11633211551218,0.800491069003717,1.00560888441181,0.859525613026748,1.24352050408545,0.885834942209196,1.2585195268022,1.21695681594347,1.09689677431222,1.04859934659322,1.17623949432243
"27",26,1.24227229281635,1.05432312120568,1.14041715574269,1.0657268950641,0.985914628147908,0.963767790749984,0.621824900962582,1.23725909907498,1.1112455089089,1.11866843979677,0.800811954330434,1.00709944340608,0.86042302158296,1.24567564836542,0.887137725293598,1.26143613790169,1.22034757171101,1.09945662516424,1.05100346741537,1.17876325314091
"28",27,1.24476902806948,1.05540223694552,1.14249415332982,1.06701986410779,0.988049413777796,0.965110477331342,0.620662506600974,1.2396136932262,1.11295333466072,1.12057732818668,0.801023046747633,1.00830077104529,0.861150824638709,1.24741734244047,0.888200346194578,1.26384075627538,1.22314549173816,1.10155580779858,1.05301027806606,1.18083615797265
"29",28,1.24681595581735,1.05625497205889,1.14419889576214,1.06806375736898,0.989837294316847,0.966213862324531,0.619594113573622,1.2415340093382,1.11434919001402,1.12213584774592,0.801151437341258,1.00926769420758,0.861741629001542,1.2488241000474,0.889066269819818,1.26582356744356,1.22545215187425,1.1032753815278,1.05468565648377,1.18253804494968
"30",29,1.24849359768153,1.05692674465272,1.14559737295325,1.06890558278967,0.991333941214757,0.967120478169515,0.618617948302274,1.2430989082043,1.11548979010297,1.12340755946213,0.801218349701701,1.01004494412974,0.862221775774366,1.24995977337468,0.889771319144543,1.26745905334347,1.22735244454146,1.10468271777636,1.05608468931045,1.18393491618713
"31",30,1.24986837449376,1.05745417659234,1.1467441632094,1.06958365419933,0.992586351651426,0.967865383184964,0.617730539444753,1.24437330594734,1.11642169341854,1.12444475495703,0.801240311707468,1.01066893511159,0.862612523034714,1.25087620976252,0.890344954109083,1.26880862678577,1.22891708526895,1.10583363299974,1.05725337077477,1.18508122942925
"32",31,1.25099497022737,1.05786674555396,1.14768432150334,1.07012916607895,0.993634120968659,0.968477448141107,0.616927303400645,1.24541053393436,1.11718307367536,1.1252903791938,0.801230117919162,1.01116926410737,0.862931021668482,1.2516154687448,0.890811362694973,1.26992287616537,1.23020482922133,1.10677425602222,1.05823006733519,1.1860218561931
"33",32,1.2519182564186,1.05818807980406,1.14845491975118,1.07056743716549,0.994510513387618,0.968980386366266,0.616202958402038,1.24625425395629,1.11780513744037,1.1259795840296,0.801197569757243,1.01156990044492,0.863191071310579,1.25221156445535,0.891190338839574,1.27084336825709,1.23126431947102,1.10754256853313,1.05904671190754,1.18679366225087
"34",33,1.2526750683115,1.05843713008645,1.14908646989658,1.07091904107505,0.995243469026757,0.969393697770665,0.615551875802783,1.24694022311,1.11831342175422,1.12654115718455,0.801150137755389,1.01189026950296,0.863403801031271,1.25269204601678,0.891498087992492,1.27160430268385,1.23213581283417,1.10816983541738,1.05972990955477,1.18742696089909
"35",34,1.25329561131261,1.05862906855591,1.14960405502106,1.07120068046789,0.995856428488208,0.969733409122257,0.614968316319043,1.24749768801644,1.11872880869845,1.12699864847673,0.801093459715304,1.01214609365806,0.863578186483501,1.25307921154159,0.891747861566269,1.27223380844877,1.23285257412512,1.10868175114438,1.06030181863351,1.18794665779741
"36",35,1.2538046147724,1.05877600584685,1.15002826065571,1.07142588977833,0.996369029958107,0.970012676937572,0.614446593323621,1.24795052620768,1.11906834906348,1.12737129022749,0.801031730681878,1.01235007033761,0.863721459088845,1.25339107790633,0.891950475489155,1.27275499855367,1.23344203970158,1.10909939026155,1.06078087877166,1.18837318650861
"37",36,1.25422231750455,1.05888759506407,1.15037597191045,1.0716056314996,0.996797715881374,0.970242301860054,0.613981196195747,1.24831822007089,1.1193459636419,1.12767478157178,0.80096802643217,1.01251244600597,0.863839449947507,1.25364220221178,0.892114751602956,1.27318687140811,1.23392681955409,1.10944002150561,1.06118243843159,1.18872330850137
"38",37,1.25456527663187,1.05897151628286,1.15066103045456,1.07174877867478,0.997156245141851,0.970431149668598,0.61356687133169,1.24861665494683,1.11957301495757,1.12792193056704,0.80090455769494,1.01264148099443,0.86393686411546,1.25384434240233,0.892247879536449,1.27354504716573,1.23432553126171,1.10971778166623,1.06151927524387,1.18901076910742
"39",38,1.25484703303679,1.05903386703208,1.15089477714027,1.07186250721964,0.997456125614373,0.970586497224274,0.613198672772647,1.24885877482223,1.11975877517757,1.12812318135656,0.800842870633095,1.0127438273873,0.86401750068838,1.25400699145633,0.892355714159962,1.27384237179498,1.23465349435356,1.10994423381892,1.06180202881958,1.18924683720683
"40",39,1.25507865951536,1.05907947814097,1.15108650053373,1.07195261637187,0.997706979242615,0.970714317571621,0.612871991055567,1.2490551217856,1.11991081019247,1.12828704756887,0.800784005288704,1.01282483705454,0.864084430361411,1.25413781188432,0.892443020295301,1.27408941466469,1.23492330809492,1.11012882939899,1.06203956173036,1.18944075046407
"41",40,1.25526921033477,1.05911216783563,1.15124380616238,1.07202378911652,0.997916849089262,0.970819513967931,0.612582565431213,1.24921427787819,1.12003529348017,1.1284204671458,0.800728619748312,1.01288881155519,0.864140137919866,1.25424298706844,0.892513673288629,1.27429487646961,1.23514533024445,1.11027928918577,1.06223925941225,1.18960008101217
"42",41,1.25542608965773,1.05913494608127,1.15137292021729,1.07207980386301,0.998092457239862,0.970906111999501,0.612326484148092,1.24934322673274,1.12013726255399,1.12852909266409,0.800677087130043,1.01293920478911,0.864186636666238,1.25432750548651,0.892570823271075,1.27446592375056,1.23532807314611,1.11040191694953,1.06240727932112,1.18973103572102
"43",42,1.25555535318251,1.05915017874895,1.15147893906125,1.07212370645926,0.998239421142117,0.970977417248281,0.612100176323584,1.2494476492616,1.12022082840008,1.12861752865434,0.80062957100501,1.01297878718654,0.86422556032397,1.25439539067086,0.892617029523606,1.27460846323758,1.23547853091886,1.11050185723647,1.06254875789173,1.18983870262873
"44",43,1.25566195484257,1.05915971929698,1.15156603397698,1.07215794983218,0.998362434864821,0.97103614460708,0.611900398030777,1.24953216514175,1.1202893463752,1.12868952539651,0.800586083701795,1.01300977856512,0.864258236807555,1.25444988707312,0.89265437026139,1.2747273667123,1.23560244933579,1.11058330693539,1.06266798235331,1.18992725300622
"45",44,1.25574994845159,1.05916501427775,1.15163761905435,1.07218450730035,0.998465420834873,0.971084524325951,0.611724214631632,1.24960052989229,1.12034555560919,1.12874813707676,0.800546531100682,1.01303395554468,0.864285747446515,1.25449361026244,0.892684532255833,1.27482665533488,1.23570454819359,1.11064968871285,1.06276853336625,1.19000010698096
"46",45,1.25582265243961,1.05916718776802,1.15169648875839,1.07220496448153,0.998551656771281,0.971124388966959,0.611568980875513,1.24965579560657,1.1203916926826,1.12879585078802,0.800510746794207,1.0130527383191,0.864308974540199,1.2545286682765,0.89270888393678,1.27490965076909,1.23578870437002,1.11070379304515,1.0628534034423,1.19006006924873
"47",46,1.25588278438705,1.05916710884492,1.15174493059093,1.07222059380024,0.998623881811663,0.971157244700372,0.611432319888297,1.2497004419703,1.12042958430453,1.12883469170307,0.800478517906636,1.01306726069444,0.864328639552498,1.25455675963608,0.892728534976965,1.27497909911146,1.23585810240674,1.11074789443422,1.06292509527199,1.19010944024665
"48",47,1.25593257086847,1.05916544543999,1.15178481731453,1.07223241486268,0.998684385204503,0.971184329764521,0.611312101876458,1.24973648301154,1.1204607228606,1.12886630879208,0.80044960439842,1.01307842657714,0.864345333802791,1.25457925249701,0.892744384826775,1.27503727255538,1.2359153583043,1.11078384642964,1.06298570338953,1.19015010721161
"49",48,1.25597383712529,1.05916270725918,1.15181768241922,1.07224124335723,0.998735080407344,0.97120666240477,0.611206423136139,1.24976555404467,1.12048632799338,1.1288920446646,0.800423753304536,1.01308695549874,0.864359543141569,1.25459724855899,0.89275716222482,1.27508605282617,1.23596262124507,1.11081315927242,1.06303698202141,1.19018361875747
"50",49,1.25600808035247,1.05915927996614,1.15184478193103,1.07224773068349,0.998777567059661,0.971225080236901,0.611113585720394,1.24978898253844,1.12050739685408,1.12891299252768,0.800400709052589,1.01309341931429,0.86437166782581,1.25461163471214,0.892767457379961,1.27512699977244,1.23600165724536,1.11083706337515,1.06308040155257,1.19021124602375
"51",50,1.25603652519912,1.059155450902,1.15186714130446,1.07225239394533,0.998813178358689,0.971240270125498,0.611032081638157,1.24980784180951,1.12052474214735,1.12893003932877,0.800380221036903,1.01309826990035,0.864382037409555,1.25462312200081,0.892775746355896,1.27516140336602,1.23603391274131,1.11085655748478,1.06311719152179,1.19023402907438
"52",51,1.25606018303031,1.05915143421917,1.15188560557657,1.07225564694244,0.998843034643437,0.971252800458901,0.610960566821025,1.2498230076235,1.12053903256036,1.12894391138754,0.800362048200384,1.01310186739529,0.864390926334847,1.2546322859009,0.892782416674322,1.27519034041939,1.23606058323177,1.11087245978735,1.06314838905139,1.19025282676484
"53",52,1.25607988765462,1.05914738634227,1.15190086965114,1.07225781904285,0.998868075492933,0.97126314059934,0.610897846782266,1.24983519247889,1.12055081716929,1.12895520199767,0.800345962255789,1.01310449740146,0.864398563265202,1.25463959074435,0.892787782839813,1.27521470861216,1.23608265469752,1.11088543883932,1.06317486776358,1.19026834682264
"54",53,1.25609632035652,1.05914341656987,1.1519134995627,1.07225916834043,0.99888908264459,0.97127167457852,0.61084286574245,1.24984496959815,1.12056054252727,1.12896439074608,0.800331749585894,1.01310638290426,0.864405137525242,1.25464540668153,0.892792097193557,1.27523525045114,1.23610093278113,1.11089603525526,1.06319735833157,1.19028116699738
"55",54,1.25611004196302,1.05913960000373,1.15192395967237,1.07225989816482,0.998906709993849,0.971278718700967,0.610794690073744,1.2498528033881,1.12056857448967,1.12897186810244,0.800319212711099,1.01310769916475,0.864410807374831,1.25465003107437,0.89279556365781,1.2752525843107,1.2361160802328,1.11090468931065,1.06321647545675,1.19029176218012
"56",55,1.2561215149428,1.0591359859193,1.15193263144618,1.07226016824351,0.99892150503313,0.971284533783914,0.610752494726416,1.24985907028546,1.12057521321847,1.12897795227853,0.800308170469035,1.01310858367264,0.864415705609568,1.25465370292906,0.892798347115684,1.27526722611189,1.23612864292394,1.11091175990757,1.06323273707225,1.19030052319381
"57",56,1.25613112066175,1.05913260399331,1.15193982812795,1.07226010328565,0.998933925999758,0.971289334769666,0.610715551394128,1.24986407493964,1.1205807048754,1.12898290233724,0.800298457682226,1.01310914373959,0.864419943892227,1.25465661399291,0.892800580676378,1.2752796064162,1.2361390702563,1.11091753933746,1.06324657967924,1.19030777151316
"58",57,1.25613917392851,1.05912946937532,1.15194580709704,1.07225980012975,0.998944356521552,0.97129329885065,0.610683217808448,1.24986806378459,1.12058525146328,1.12898692920273,0.800289924607844,1.01310946279627,0.864423616405591,1.25465891801779,0.892802371755866,1.27529008493558,1.23614773238801,1.11092226567644,1.06325837146006,1.19031377168569
"59",58,1.25614593488202,1.05912658661346,1.15195077996418,1.07225933348217,0.998953117841154,0.971296572141345,0.610654928088354,1.2498712360523,1.12058901885148,1.12899020461332,0.800282436153762,1.01310960541202,0.864426802827411,1.25466073821398,0.892803806998628,1.27529896251069,1.23615493435618,1.11092613286817,1.06326842322784,1.19031874150591
"60",59,1.25615161870569,1.05912395267301,1.15195492081622,1.07225876051515,0.9989604790176,0.971299275155747,0.610630184067867,1.24987375270254,1.12059214331849,1.12899286839691,0.80027587094934,1.01310962128743,0.864429570756896,1.25466217324132,0.892804956257275,1.2753064910022,1.23616092765096,1.11092929891985,1.06327699757268,1.19032286034653
"61",60,1.25615640358902,1.05912155925275,1.1519583729657,1.0722581245561,0.998966665453207,0.971301507315242,0.610608547527655,1.2498757436795,1.12059473690065,1.12899503439808,0.800270120344396,1.01310954843554,0.864431977705323,1.25466330203782,0.892805875817219,1.27531288148332,1.23616591972185,1.11093189257916,1.06328431651969,1.19032627599743
"62",61,1.25616043725348,1.05911939454724,1.15196125447519,1.07225745804155,0.998971866019967,0.971303350658087,0.610589633252341,1.24987731380422,1.12059689176428,1.12899679530444,0.800265087382296,1.01310941571083,0.864434072732351,1.25466418770757,0.892806611007246,1.27531831102869,1.23617008178404,1.1109340187706,1.06329056794371,1.1903291102786
"63",62,1.25616384230438,1.05911744457494,1.15196366267969,1.07225678487762,0.998976239016241,0.971304872892552,0.610573102838981,1.24987854755742,1.12059868378053,1.1289982265762,0.800260685780926,1.01310924481589,0.864435897794674,1.25466488064954,0.892807198311833,1.27532292834465,1.23617355522944,1.1109357630208,1.06329591094654,1.19033146364786
"64",63,1.25616672062309,1.05911569416764,1.15196567788996,1.07225612232265,0.998979917146756,0.971306129910755,0.610558659186232,1.24987951296076,1.12060017544977,1.1289993896459,0.800256838945381,1.0131090518906,0.864437488860971,1.25466542107468,0.892807667079706,1.27532685844318,1.23617645689328,1.11093719506101,1.0633004803681,1.19033341898454
"65",64,1.25616915697429,1.0591141276969,1.15196736642626,1.07225548248528,0.998983011686839,0.971307167859046,0.61054604159791,1.24988026472522,1.12060141829488,1.12900033452391,0.80025347902813,1.01310884876807,0.864438876836457,1.25466584103005,0.892808040905212,1.27533020652568,1.23617888338172,1.11093837175939,1.06330439057387,1.19033504469755
"66",65,1.25617122197077,1.05911272959718,1.15196878310438,1.07225487351336,0.998985615965169,0.97130802484368,0.610535021439287,1.24988084680427,1.12060245482074,1.12900110191996,0.800250546046517,1.01310864396469,0.864440088331951,1.25466616602564,0.892808338744673,1.2753330612132,1.23618091462884,1.11093933950778,1.06330773863736,1.19033639727918
"67",66,1.25617297451209,1.0591114847328,1.1519699732737,1.07225430053474,0.998987808277176,0.971308732336419,0.610525398289228,1.24988129446335,1.12060332011939,1.12900172497077,0.800247987063033,1.01310844345859,0.864441146305646,1.25466641634128,0.892808575818165,1.27533549723569,1.23618261682127,1.11094013616451,1.06331060701636,1.19033752340419
"68",67,1.25617446379226,1.05911037864582,1.15197097448878,1.07225376639915,0.998989654322638,0.971309316333179,0.610516996535964,1.24988163595667,1.12060404318557,1.12900223064682,0.800245755430574,1.01310825129978,0.864442070600382,1.25466660807594,0.892808764337621,1.27533757767319,1.23618404480356,1.11094079263573,1.06331306580512,1.19033846165578
"69",68,1.25617573095403,1.05910939771383,1.15197181788097,1.07225327226093,0.998991209245626,0.971309798309389,0.610509662368915,1.24988189388514,1.12060464799542,1.12900264089797,0.800243810102566,1.01310807008679,0.864442878394884,1.25466675398964,0.892808914094446,1.27533935582527,1.23618524405742,1.11094133416259,1.06331517463143,1.19033924394522
"70",69,1.25617681045323,1.0591085292405,1.15197252928449,1.07225281803459,0.998992519342019,0.971310196007919,0.610503261123336,1.24988208629554,1.12060515439149,1.12900297358629,0.800242115006216,1.01310790133755,0.864443584583954,1.25466686417864,0.892809032933495,1.27534087677213,1.23618625233078,1.11094178136912,1.06331698425564,1.19033989667991
"71",70,1.25617773118515,1.05910776149636,1.15197313016144,1.07225240274911,0.998993623489072,0.9713105240891,0.61049767493872,1.24988222756967,1.12060557880932,1.12900324324571,0.800240638476046,1.01310774577655,0.864444202099822,1.25466694661637,0.892809127135221,1.2753421786794,1.23618710097941,1.11094215111525,1.06331853791966,1.19034044172493
"72",71,1.25617851741535,1.05910708372358,1.15197363836215,1.07225202482164,0.998994554342543,0.971310794667109,0.61049280069574,1.24988232914329,1.12060593487417,1.12900346170068,0.800239352744185,1.01310760355623,0.864444742184586,1.25466700758663,0.892809201723603,1.27534329388991,1.23618781607221,1.11094245719143,1.06331987248587,1.19034089719472
"73",72,1.25617918954973,1.05910648611533,1.15197406875046,1.07225168226736,0.998995339339396,0.971311017752678,0.610488548200104,1.24988240008691,1.12060623389151,1.12900363856984,0.800238233483487,1.01310747442641,0.864445214621879,1.25466705203017,0.892809260714147,1.27534424983805,1.23618841930226,1.11094271088414,1.06332101939948,1.19034127810532
"74",73,1.25617976483424,1.05910595974373,1.15197443376278,1.0722513728492,0.998996001620766,0.971311201647927,0.610484838292318,1.24988244759916,1.12060648528388,1.1290037817037,0.800237259320294,1.01310735786037,0.864445627965991,1.25466708383483,0.892809307324566,1.27534506990095,1.23618892880282,1.11094292146911,1.06332200560005,1.19034159695622
"75",74,1.25618025835878,1.05910549620862,1.1519747441634,1.07225109408573,0.998996561365985,0.971311353461819,0.610481599005606,1.24988247754173,1.12060669717046,1.12900389770994,0.80023641081196,1.01310725311025,0.864445989972476,1.25466710613895,0.8928093442087,1.27534577470162,1.23618936024849,1.11094309681895,1.06332285498267,1.19034186450012
"76",75,1.25618068166144,1.05910508864518,1.15197500809361,1.07225084367916,0.998997033933805,0.971311478506196,0.610478773277975,1.24988249406302,1.12060687566226,1.12900399144087,0.800235672541453,1.01310715939115,0.864446306780474,1.25466712114534,0.892809373274633,1.27534638012977,1.2361897254752,1.11094324276926,1.0633235860524,1.19034208881431
"77",76,1.25618104486328,1.05910473073855,1.15197523263442,1.0722506193414,0.998997432731187,0.971311581351314,0.61047630970153,1.24988250057541,1.12060702605254,1.1290040670164,0.800235030625335,1.01310707587555,0.864446583919431,1.25466713065657,0.89280939611603,1.27534690019843,1.23619003476116,1.11094336431575,1.06332421518887,1.19034227688227
"78",77,1.25618135682876,1.05910441667948,1.15197542392993,1.07225041880724,0.998997769431663,0.9713116659127,0.610474161963571,1.24988249985059,1.12060715291237,1.12900412791399,0.800234472564232,1.01310700170753,0.864446826371181,1.25466713612864,0.892809414052773,1.27534734724982,1.23619029700794,1.11094346571661,1.06332475687487,1.19034243472158
"79",78,1.25618162502959,1.05910414129107,1.15197558710062,1.07225023990279,0.998998053801341,0.971311735401208,0.610472289730157,1.24988249400519,1.12060726002859,1.1290041769321,0.800233987481823,1.01310693603424,0.864447038475831,1.25466713866535,0.892809428121033,1.27534773175532,1.23619051961624,1.11094355044266,1.06332522345369,1.19034256730359
"80",79,1.25618185580276,1.05910389996781,1.15197572644377,1.07225008057644,0.998998294052985,0.971311792466097,0.61047065779529,1.24988248466217,1.12060735056005,1.12900421633965,0.800233565896694,1.01310687803345,0.864447224026469,1.25466713910897,0.892809439141362,1.27534806264419,1.23619070878077,1.11094362134617,1.06332562549196,1.19034267876292
"81",80,1.2561820545333,1.05910368862099,1.15197584557359,1.072249938912,0.998998497099289,0.971311839294834,0.61046923542704,1.24988247305784,1.12060742714648,1.12900424797775,0.800233199545381,1.0131068269272,0.864447386340323,1.25466713809926,0.892809447763786,1.27534834754083,1.23619086969641,1.110943680776,1.06332597204457,1.19034277254353
"82",81,1.25618222580286,1.05910350362735,1.1519759475337,1.07224981313389,0.998998668760041,0.971311877693144,0.610467995803776,1.24988246012424,1.12060749199587,1.12900427333959,0.800232881228929,1.01310678198913,0.864447528319241,1.25466713611812,0.892809454502494,1.27534859296025,1.23619100672414,1.1109437306683,1.06332627087488,1.190342851516
"83",82,1.25618237351443,1.0591033417813,1.15197603489078,1.07224970160773,0.998998813936298,0.971311909151323,0.610466915520317,1.24988244655501,1.12060754695687,1.12900429363564,0.800232604678103,1.01310674254826,0.864447652502298,1.25466713352503,0.89280945976365,1.27534880447372,1.23619112352899,1.11094377262089,1.06332652864242,1.19034291807469
"84",83,1.25618250099686,1.05910320025101,1.15197610981225,1.07224960283754,0.998998936756629,0.971311934899056,0.610465974155746,1.24988243285794,1.12060759357882,1.12900430984671,0.800232364435176,1.01310670799015,0.864447761111561,1.25466713058487,0.892809463867641,1.27534898684898,1.23619122319455,1.11094380795397,1.06332675106277,1.19034297421829
