"","int","rep","stability","oscilations","eig.mean"
"1335",13,35,FALSE,TRUE,-0.175988801584127
"1336",13,36,TRUE,TRUE,-0.196125237127077
"1337",13,37,TRUE,TRUE,-0.21944944042819
"1338",13,38,FALSE,TRUE,-0.0338756223473734
"1339",13,39,FALSE,TRUE,-0.214182712187883
"1340",13,40,FALSE,TRUE,0.0299956947530786
"1341",13,41,FALSE,TRUE,-0.173686053351315
"1342",13,42,TRUE,TRUE,-0.234923391502121
"1343",13,43,FALSE,TRUE,-0.0298237179922424
"1344",13,44,TRUE,TRUE,-0.184636179620605
"1345",13,45,FALSE,TRUE,-0.17525862137006
"1346",13,46,TRUE,TRUE,-0.20387321182929
"1347",13,47,TRUE,TRUE,-0.164937921242074
"1348",13,48,TRUE,TRUE,-0.171849376575418
"1349",13,49,FALSE,TRUE,-0.198410117623511
"1350",13,50,FALSE,TRUE,-0.0755684955018487
"1351",13,51,FALSE,TRUE,-0.143070604422569
"1352",13,52,FALSE,TRUE,-0.0203813305362561
"1353",13,53,TRUE,TRUE,-0.176312900757183
"1354",13,54,FALSE,TRUE,0.0228852033452365
"1355",13,55,FALSE,TRUE,-0.133412665007465
"1356",13,56,FALSE,TRUE,0.0142840113079504
"1357",13,57,FALSE,TRUE,-0.0681000610243076
"1358",13,58,TRUE,TRUE,-0.195887393655334
"1359",13,59,FALSE,TRUE,-0.162889554028507
"1360",13,60,FALSE,TRUE,-0.108650025605771
"1361",13,61,FALSE,TRUE,-0.0961659072839569
"1362",13,62,TRUE,TRUE,-0.209962516264975
"1363",13,63,FALSE,TRUE,-0.184399486551389
"1364",13,64,FALSE,TRUE,-0.143767822012231
"1365",13,65,FALSE,TRUE,0.00560302001315135
"1366",13,66,FALSE,TRUE,-0.157077234589759
"1367",13,67,TRUE,TRUE,-0.200926405178961
"1368",13,68,FALSE,TRUE,-0.0428274256440174
"1369",13,69,FALSE,TRUE,-0.0169209486947645
"1370",13,70,FALSE,TRUE,-0.0670473367359972
"1371",13,71,TRUE,TRUE,-0.19371053480612
"1372",13,72,FALSE,TRUE,0.0153234265511353
"1373",13,73,TRUE,TRUE,-0.204554251507187
"1374",13,74,FALSE,TRUE,-0.080386149407767
"1375",13,75,FALSE,TRUE,-0.146437916081819
"1376",13,76,FALSE,TRUE,-0.0508202690649167
"1377",13,77,TRUE,TRUE,-0.1999917317135
"1378",13,78,FALSE,TRUE,-0.0442057673547276
"1379",13,79,FALSE,TRUE,-0.155759726264445
