"","sIntProp","rep","stability","oscilations","resilience"
"301",0.05,101,TRUE,TRUE,0.300642277625289
"302",0.05,102,TRUE,TRUE,0.225992428859455
"303",0.05,103,TRUE,TRUE,0.313062592222231
"304",0.05,104,TRUE,TRUE,0.3001785009824
"305",0.05,105,TRUE,TRUE,0.297386772872264
"306",0.05,106,TRUE,TRUE,0.316696181094337
"307",0.05,107,TRUE,TRUE,0.238504065918634
"308",0.05,108,TRUE,TRUE,0.326512215613026
"309",0.05,109,TRUE,TRUE,0.270876005758793
"310",0.05,110,TRUE,TRUE,0.310612670597209
"311",0.05,111,TRUE,TRUE,0.254510069118369
"312",0.05,112,TRUE,TRUE,0.277091489468612
"313",0.05,113,TRUE,TRUE,0.278448462919853
"314",0.05,114,TRUE,TRUE,0.261810663266833
"315",0.05,115,TRUE,TRUE,0.340675812279116
"316",0.05,116,TRUE,TRUE,0.34482996993014
"317",0.05,117,TRUE,TRUE,0.283465420572528
"318",0.05,118,TRUE,TRUE,0.286803004262676
"319",0.05,119,TRUE,TRUE,0.310107462316954
"320",0.05,120,TRUE,TRUE,0.275873875789754
"321",0.05,121,TRUE,TRUE,0.305400162186155
"322",0.05,122,TRUE,TRUE,0.261482144325703
"323",0.05,123,TRUE,TRUE,0.323250317502867
"324",0.05,124,TRUE,TRUE,0.284135663003353
"325",0.05,125,TRUE,TRUE,0.273483554471665
"326",0.05,126,TRUE,TRUE,0.261912423867337
"327",0.05,127,TRUE,TRUE,0.29427547651559
"328",0.05,128,TRUE,TRUE,0.271932067679299
"329",0.05,129,TRUE,TRUE,0.2489491297252
"330",0.05,130,TRUE,TRUE,0.316432930639588
"331",0.05,131,TRUE,TRUE,0.30363122498294
"332",0.05,132,TRUE,TRUE,0.298391941757687
"333",0.05,133,TRUE,TRUE,0.286691951639309
"334",0.05,134,TRUE,TRUE,0.255813641400488
"335",0.05,135,TRUE,TRUE,0.294604958772813
"336",0.05,136,TRUE,TRUE,0.267743117590934
"337",0.05,137,TRUE,TRUE,0.279560947873043
"338",0.05,138,TRUE,TRUE,0.272919002538867
"339",0.05,139,TRUE,TRUE,0.290950981973169
"340",0.05,140,TRUE,TRUE,0.317083110782378
"341",0.05,141,TRUE,TRUE,0.25962254492632
"342",0.05,142,TRUE,TRUE,0.353786925830376
"343",0.05,143,TRUE,TRUE,0.294443120018507
"344",0.05,144,TRUE,TRUE,0.308084366417756
"345",0.05,145,TRUE,TRUE,0.303196891895841
"346",0.05,146,TRUE,TRUE,0.245526906279428
"347",0.05,147,TRUE,TRUE,0.306565818846527
"348",0.05,148,TRUE,TRUE,0.242611304204089
"349",0.05,149,TRUE,TRUE,0.248797612211399
"350",0.05,150,TRUE,TRUE,0.298193094893351
"351",0.05,151,TRUE,TRUE,0.360845565486671
"352",0.05,152,TRUE,TRUE,0.285936842185614
"353",0.05,153,TRUE,TRUE,0.346665770954474
"354",0.05,154,TRUE,TRUE,0.295787774123534
"355",0.05,155,TRUE,TRUE,0.265669282442411
"356",0.05,156,TRUE,TRUE,0.274627071769348
"357",0.05,157,TRUE,TRUE,0.30699941583657
"358",0.05,158,TRUE,TRUE,0.290636449346475
"359",0.05,159,TRUE,TRUE,0.284750360200241
"360",0.05,160,TRUE,TRUE,0.250463145113099
"361",0.05,161,TRUE,TRUE,0.274095241812196
"362",0.05,162,TRUE,TRUE,0.289336339679724
"363",0.05,163,TRUE,TRUE,0.291862969413266
"364",0.05,164,TRUE,TRUE,0.275720988810356
"365",0.05,165,TRUE,TRUE,0.24929032905382
"366",0.05,166,TRUE,TRUE,0.312156587299241
"367",0.05,167,TRUE,TRUE,0.374830364978248
"368",0.05,168,TRUE,TRUE,0.298389319555992
"369",0.05,169,TRUE,TRUE,0.321100483711212
"370",0.05,170,TRUE,TRUE,0.310685865685795
"371",0.05,171,TRUE,TRUE,0.267877954096223
"372",0.05,172,TRUE,TRUE,0.288852045112929
"373",0.05,173,TRUE,TRUE,0.294868015427907
"374",0.05,174,TRUE,TRUE,0.301720365177836
"375",0.05,175,TRUE,TRUE,0.352054677302226
"376",0.05,176,TRUE,TRUE,0.3201610456824
"377",0.05,177,TRUE,TRUE,0.296707492876824
"378",0.05,178,TRUE,TRUE,0.361874804984198
"379",0.05,179,TRUE,TRUE,0.311117280080931
"380",0.05,180,TRUE,TRUE,0.270410070736671
"381",0.05,181,TRUE,TRUE,0.301175441137896
"382",0.05,182,TRUE,TRUE,0.239443263423396
"383",0.05,183,TRUE,TRUE,0.278631674316295
"384",0.05,184,TRUE,TRUE,0.350429985561301
"385",0.05,185,TRUE,TRUE,0.33138257245272
"386",0.05,186,TRUE,TRUE,0.317717917448199
"387",0.05,187,TRUE,TRUE,0.277369430898694
"388",0.05,188,TRUE,TRUE,0.238587855046016
"389",0.05,189,TRUE,TRUE,0.27617259363496
"390",0.05,190,TRUE,TRUE,0.336168646875986
"391",0.05,191,TRUE,TRUE,0.336491958176214
"392",0.05,192,TRUE,TRUE,0.308283099047775
"393",0.05,193,TRUE,TRUE,0.28506710383466
"394",0.05,194,TRUE,TRUE,0.277094094298353
"395",0.05,195,TRUE,TRUE,0.306086172663747
"396",0.05,196,TRUE,TRUE,0.284375810121948
"397",0.05,197,TRUE,TRUE,0.316424315371784
"398",0.05,198,TRUE,TRUE,0.259322480235995
"399",0.05,199,TRUE,TRUE,0.324296726177319
"400",0.05,200,TRUE,TRUE,0.339536321008608
"401",0.1,1,TRUE,TRUE,0.303210871017926
"402",0.1,2,TRUE,TRUE,0.309513867628952
"403",0.1,3,TRUE,TRUE,0.314354168036564
"404",0.1,4,TRUE,TRUE,0.279445579964216
"405",0.1,5,TRUE,TRUE,0.279910490285692
"406",0.1,6,TRUE,TRUE,0.261082619385134
"407",0.1,7,TRUE,TRUE,0.462302421605803
"408",0.1,8,TRUE,TRUE,0.325083429145301
"409",0.1,9,TRUE,TRUE,0.317790196845455
"410",0.1,10,TRUE,TRUE,0.299808997545637
"411",0.1,11,TRUE,TRUE,0.298782120219138
"412",0.1,12,TRUE,TRUE,0.281127911325462
"413",0.1,13,TRUE,TRUE,0.347203963341769
"414",0.1,14,TRUE,TRUE,0.291758290255169
"415",0.1,15,TRUE,TRUE,0.358013756285404
"416",0.1,16,TRUE,TRUE,0.300516340042283
"417",0.1,17,TRUE,TRUE,0.309590459263308
"418",0.1,18,TRUE,TRUE,0.270274688855392
"419",0.1,19,TRUE,TRUE,0.26927459167231
"420",0.1,20,TRUE,TRUE,0.378501405258314
"421",0.1,21,TRUE,TRUE,0.282761134134653
"422",0.1,22,TRUE,TRUE,0.313779034726306
"423",0.1,23,TRUE,TRUE,0.274788216486733
"424",0.1,24,TRUE,TRUE,0.408306561913425
"425",0.1,25,TRUE,TRUE,0.356424022803651
"426",0.1,26,TRUE,TRUE,0.27179635623628
"427",0.1,27,TRUE,TRUE,0.310451671232183
"428",0.1,28,TRUE,TRUE,0.304804979057667
"429",0.1,29,TRUE,TRUE,0.323535293536112
"430",0.1,30,TRUE,TRUE,0.307711433130757
"431",0.1,31,TRUE,TRUE,0.329915656007647
"432",0.1,32,TRUE,TRUE,0.27857760194336
"433",0.1,33,TRUE,TRUE,0.280595408037902
"434",0.1,34,TRUE,TRUE,0.293402746820429
"435",0.1,35,TRUE,TRUE,0.258417725592474
"436",0.1,36,TRUE,TRUE,0.301871096965388
"437",0.1,37,TRUE,TRUE,0.312546402159506
"438",0.1,38,TRUE,TRUE,0.319833190293141
"439",0.1,39,TRUE,TRUE,0.35493700314061
"440",0.1,40,TRUE,TRUE,0.279944753341198
"441",0.1,41,TRUE,TRUE,0.351537215599901
"442",0.1,42,TRUE,TRUE,0.337949476641156
"443",0.1,43,TRUE,TRUE,0.283832157616284
"444",0.1,44,TRUE,TRUE,0.353399731492075
"445",0.1,45,TRUE,TRUE,0.239756571827886
"446",0.1,46,TRUE,TRUE,0.273858873629227
"447",0.1,47,TRUE,TRUE,0.439988417274067
"448",0.1,48,TRUE,TRUE,0.297350971053346
"449",0.1,49,TRUE,TRUE,0.322465787835018
"450",0.1,50,TRUE,TRUE,0.408659588547613
"451",0.1,51,TRUE,TRUE,0.266189549246216
"452",0.1,52,TRUE,TRUE,0.308546415806567
"453",0.1,53,TRUE,TRUE,0.331544653432327
"454",0.1,54,TRUE,TRUE,0.298095470305897
"455",0.1,55,TRUE,TRUE,0.270909902670337
"456",0.1,56,TRUE,TRUE,0.357644940268781
"457",0.1,57,TRUE,TRUE,0.319688233549562
"458",0.1,58,TRUE,TRUE,0.309616707650195
"459",0.1,59,TRUE,TRUE,0.307789144541126
"460",0.1,60,TRUE,TRUE,0.348173836892409
"461",0.1,61,TRUE,TRUE,0.39746020268423
"462",0.1,62,TRUE,TRUE,0.275752099268979
"463",0.1,63,TRUE,TRUE,0.348320807689485
"464",0.1,64,TRUE,TRUE,0.348410803371355
"465",0.1,65,TRUE,TRUE,0.325346531112565
"466",0.1,66,TRUE,TRUE,0.323732204863756
"467",0.1,67,TRUE,TRUE,0.275731256472623
"468",0.1,68,TRUE,TRUE,0.366301166808731
"469",0.1,69,TRUE,TRUE,0.30248138546445
"470",0.1,70,TRUE,TRUE,0.347954640022605
"471",0.1,71,TRUE,TRUE,0.31079516476535
"472",0.1,72,TRUE,TRUE,0.381408149403436
"473",0.1,73,TRUE,TRUE,0.279522057462999
"474",0.1,74,TRUE,TRUE,0.324680790003704
"475",0.1,75,TRUE,TRUE,0.322175762983414
"476",0.1,76,TRUE,TRUE,0.300684104322037
"477",0.1,77,TRUE,TRUE,0.326856683177825
"478",0.1,78,TRUE,TRUE,0.305871212108812
"479",0.1,79,TRUE,TRUE,0.274782995662471
"480",0.1,80,TRUE,TRUE,0.436350160317263
"481",0.1,81,TRUE,TRUE,0.303502830994106
"482",0.1,82,TRUE,TRUE,0.278595976573597
"483",0.1,83,TRUE,TRUE,0.346471789524073
"484",0.1,84,TRUE,TRUE,0.35837330953416
"485",0.1,85,TRUE,TRUE,0.315987011174736
"486",0.1,86,TRUE,TRUE,0.36366299076269
"487",0.1,87,TRUE,TRUE,0.301141873024211
"488",0.1,88,TRUE,TRUE,0.368503367829397
"489",0.1,89,TRUE,TRUE,0.305535424911976
"490",0.1,90,TRUE,TRUE,0.261362905241956
"491",0.1,91,TRUE,TRUE,0.314668182331716
"492",0.1,92,TRUE,TRUE,0.323513857025943
"493",0.1,93,TRUE,TRUE,0.318449097126631
"494",0.1,94,TRUE,TRUE,0.302918655402627
"495",0.1,95,TRUE,TRUE,0.352760177944024
"496",0.1,96,TRUE,TRUE,0.252732704691469
"497",0.1,97,TRUE,TRUE,0.291866118920088
"498",0.1,98,TRUE,TRUE,0.296330391303139
"499",0.1,99,TRUE,TRUE,0.308443398875874
"500",0.1,100,TRUE,TRUE,0.334309991431376
"501",0.1,101,TRUE,TRUE,0.303760147444982
"502",0.1,102,TRUE,TRUE,0.285055812971773
"503",0.1,103,TRUE,TRUE,0.308435034602938
